project_code,legacy_id,obs_id,sci_prod_locator,pi,coIs,instrument_name,vla_configuration,obs_band,obs_start,obs_stop,proj_start,proj_stop,num_antennas,num_scans,dataproduct_type,data_rights,access_estsize,obs_release_date,cal_status,eb_id,distance_from_query,mjd_start,mjd_stop
AF377,AF377,AF377_1_51943.70154_51943.73950.exp,uid://VLA/execblock/997de787-341f-45b3-aaf1-c0e6daf8d5c9,C. Fassnacht,,VLA,BnA,"[""C"",""X"",""KU""]",2001-02-03T16:50:13.004Z,2001-02-03T17:44:52.998Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,20,visibility,PUBLIC,10887168,2002-05-29T11:42:37.998Z,Do Not Calibrate,216911,1.060124e-05,51943.701539,51943.739502
AF377,AF377,AF377_1_51944.76369_51944.79905.exp,uid://VLA/execblock/8a14965e-a16c-4714-a51b-a5204c4a5c2f,C. Fassnacht,,VLA,BnA,"[""C"",""X"",""KU""]",2001-02-04T18:19:42.997Z,2001-02-04T19:10:37.997Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,12247040,2002-05-29T11:42:37.998Z,Do Not Calibrate,215643,1.060124e-05,51944.763692,51944.799051
AF377,AF377,AF377_1_51947.63059_51947.68713.exp,uid://VLA/execblock/1b265ed8-0713-48be-a884-7810cb1fc987,C. Fassnacht,,VLA,BnA,"[""C"",""X"",""KU""]",2001-02-07T15:08:03.001Z,2001-02-07T16:29:27.997Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,22204416,2002-05-29T11:42:37.998Z,Do Not Calibrate,215384,1.060124e-05,51947.63059,51947.68713
AF377,AF377,AF377_1_51951.78186_51951.82156.exp,uid://VLA/execblock/e84c840c-ca2f-462a-9ec9-5f9b5ffd828d,C. Fassnacht,,VLA,BnA,"[""C"",""X"",""KU""]",2001-02-11T18:45:52.997Z,2001-02-11T19:43:03Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,14084096,2002-05-29T11:42:37.998Z,Do Not Calibrate,219130,1.060124e-05,51951.781863,51951.821563
AF377,AF377,AF377_1_51954.73175_51954.79263.exp,uid://VLA/execblock/8514042b-ec3f-414e-9a6d-161e7c8fe10f,C. Fassnacht,,VLA,BnA,"[""C"",""X"",""KU""]",2001-02-14T17:33:43.001Z,2001-02-14T19:01:22.998Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,22,visibility,PUBLIC,21870592,2002-05-29T11:42:37.998Z,Do Not Calibrate,221309,1.060124e-05,51954.731748,51954.792627
AF377,AF377,AF377_1_51957.74703_51957.78435.exp,uid://VLA/execblock/f4f594d4-7af2-4054-bf24-911f7fb74c41,C. Fassnacht,,VLA,BnA,"[""C"",""X"",""KU""]",2001-02-17T17:55:43.003Z,2001-02-17T18:49:28.004Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,13019136,2002-05-29T11:42:37.998Z,Do Not Calibrate,214604,1.060124e-05,51957.747025,51957.784352
AF377,AF377,AF377_1_51959.67874_51959.71659.exp,uid://VLA/execblock/9e0f5918-5d31-4eae-9578-27ae27a12fd2,C. Fassnacht,,VLA,BnA,"[""C"",""X"",""KU""]",2001-02-19T16:17:22.997Z,2001-02-19T17:11:52.995Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,13445120,2002-05-29T11:42:37.998Z,Do Not Calibrate,218379,1.060124e-05,51959.678738,51959.716586
AF377,AF377,AF377_1_51960.63453_51960.67243.exp,uid://VLA/execblock/555acedc-f8ac-42b3-84e2-4e7467c5a56e,C. Fassnacht,,VLA,BnA->B,"[""C"",""X"",""KU""]",2001-02-20T15:13:43.003Z,2001-02-20T16:08:18.003Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,13498368,2002-05-29T11:42:37.998Z,Do Not Calibrate,222656,1.060124e-05,51960.634525,51960.672431
AF377,AF377,AF377_1_51961.54784_51961.58649.exp,uid://VLA/execblock/5aab1cea-f75a-4c20-8695-2a050ee96841,C. Fassnacht,,VLA,BnA->B,"[""X"",""KU""]",2001-02-21T13:08:52.995Z,2001-02-21T14:04:33.003Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,15,visibility,PUBLIC,14669824,2002-05-29T11:42:37.998Z,Do Not Calibrate,221274,1.060124e-05,51961.547836,51961.586493
AF377,AF377,AF377_1_51963.60756_51963.64344.exp,uid://VLA/execblock/1bf5c6f4-d095-4780-8461-3076fcab9378,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-02-23T14:34:53.002Z,2001-02-23T15:26:33Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,10901504,2002-05-29T11:42:37.998Z,Do Not Calibrate,218945,1.060124e-05,51963.607558,51963.643438
AF377,AF377,AF377_1_51965.70073_51965.74182.exp,uid://VLA/execblock/b7daf9e8-b7a4-4599-9379-d9bbfe707e72,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-02-25T16:49:03.002Z,2001-02-25T17:48:12.997Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,14882816,2002-05-29T11:42:37.998Z,Do Not Calibrate,222237,1.060124e-05,51965.700729,51965.741817
AF377,AF377,AF377_1_51967.69668_51967.73638.exp,uid://VLA/execblock/b2a450f4-44ab-4b20-9f99-49cf097de92b,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-02-27T16:43:12.996Z,2001-02-27T17:40:22.998Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,14110720,2002-05-29T11:42:37.998Z,Do Not Calibrate,220894,1.060124e-05,51967.696678,51967.736377
AF377,AF377,AF377_1_51969.79737_51969.83476.exp,uid://VLA/execblock/46beb7e5-8e60-484c-8b1c-8b6a67569320,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-03-01T19:08:13.001Z,2001-03-01T20:02:02.996Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,12939264,2002-05-29T11:42:37.998Z,Do Not Calibrate,220076,1.060124e-05,51969.797373,51969.834757
AF377,AF377,AF377_1_51973.57804_51973.63684.exp,uid://VLA/execblock/c0da98e9-9f0e-47ae-8e52-f60c631c2c3a,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-03-05T13:52:23.001Z,2001-03-05T15:17:03.001Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,23083008,2002-05-29T11:42:37.998Z,Do Not Calibrate,214619,1.060124e-05,51973.578044,51973.63684
AF377,AF377,AF377_1_51976.59216_51976.62856.exp,uid://VLA/execblock/18787617-3642-4ed2-847f-a7c4b3daa356,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-03-08T14:12:43.004Z,2001-03-08T15:05:07.998Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,11821056,2002-05-29T11:42:37.998Z,Do Not Calibrate,215509,1.060124e-05,51976.592164,51976.628565
AF377,AF377,AF377_1_51980.66381_51980.70079.exp,uid://VLA/execblock/db2ea6c1-42a9-4dd6-b7b8-a6755a96c930,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-03-12T15:55:53.002Z,2001-03-12T16:49:07.996Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,12992512,2002-05-29T11:42:37.998Z,Do Not Calibrate,219788,1.060124e-05,51980.663808,51980.700787
AF377,AF377,AF377_1_51983.56855_51983.63036.exp,uid://VLA/execblock/64f67a45-66fe-46e8-bcb6-0961d539aaed,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-03-15T13:38:42.996Z,2001-03-15T15:07:43Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,25,visibility,PUBLIC,23801856,2002-05-29T11:42:37.998Z,Do Not Calibrate,221364,1.060124e-05,51983.568553,51983.630359
AF377,AF377,AF377_1_51985.62538_51985.66647.exp,uid://VLA/execblock/b1887d14-c260-471d-ab5d-f34653562e05,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-03-17T15:00:32.996Z,2001-03-17T15:59:42.999Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,16,visibility,PUBLIC,9371648,2002-05-29T11:42:37.998Z,Do Not Calibrate,218987,1.060124e-05,51985.625382,51985.66647
AF377,AF377,AF377_1_51988.59633_51988.63742.exp,uid://VLA/execblock/d2842e72-8930-4b4e-8d9f-e9cadd125a81,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-03-20T14:18:42.998Z,2001-03-20T15:17:53.001Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,14909440,2002-05-29T11:42:37.998Z,Do Not Calibrate,215546,1.060124e-05,51988.596331,51988.637419
AF377,AF377,AF377_1_51991.58811_51991.62920.exp,uid://VLA/execblock/5734cdd8-9e6d-4e2b-8dd8-1caa24363534,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-03-23T14:06:52.997Z,2001-03-23T15:06:03Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,14962688,2002-05-29T11:42:37.998Z,Do Not Calibrate,215518,1.060124e-05,51991.588113,51991.629201
AF377,AF377,AF377_1_51993.58267_51993.62376.exp,uid://VLA/execblock/ebf3bc33-3181-4037-bf5f-6f35e2f04282,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-03-25T13:59:02.999Z,2001-03-25T14:58:13.002Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,14962688,2002-05-29T11:42:37.998Z,Do Not Calibrate,216005,1.060124e-05,51993.582674,51993.623762
AF377,AF377,AF377_1_51995.55929_51995.61832.exp,uid://VLA/execblock/8b412c2f-bbe5-4c00-80f3-352c1e9a947f,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-03-27T13:25:23.001Z,2001-03-27T14:50:23.003Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,22843392,2002-05-29T11:42:37.998Z,Do Not Calibrate,222532,1.060124e-05,51995.559294,51995.618322
AF377,AF377,AF377_1_51998.56902_51998.61010.exp,uid://VLA/execblock/28d06f34-2507-4f07-81d1-b36649be1e59,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-03-30T13:39:22.999Z,2001-03-30T14:38:33.002Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,14936064,2002-05-29T11:42:37.998Z,Do Not Calibrate,225013,1.060124e-05,51998.569016,51998.610104
AF377,AF377,AF377_1_51999.44668_51999.48279.exp,uid://VLA/execblock/e815cf27-8014-4338-81fa-52ee1cad23ca,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-03-31T10:43:12.996Z,2001-03-31T11:35:13.004Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,18,visibility,PUBLIC,13205504,2002-05-29T11:42:37.998Z,Do Not Calibrate,221741,1.060124e-05,51999.446678,51999.482789
AF377,AF377,AF377_1_52000.56786_52000.60466.exp,uid://VLA/execblock/9ce99cc2-4d7d-4100-b763-30bb14718af6,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-04-01T13:37:43Z,2001-04-01T14:30:43.004Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,12965888,2002-05-29T11:42:37.998Z,Do Not Calibrate,216833,1.060124e-05,52000.567859,52000.604664
AF377,AF377,AF377_1_52004.51531_52004.55223.exp,uid://VLA/execblock/9f45fec3-b957-4f7a-87eb-7b5a66034a63,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-04-05T12:22:02.999Z,2001-04-05T13:15:13Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,13019136,2002-05-29T11:42:37.998Z,Do Not Calibrate,218210,1.060124e-05,52004.515312,52004.552234
AF377,AF377,AF377_1_52007.52874_52007.56485.exp,uid://VLA/execblock/91e8b14f-b71e-4b23-b637-7682b10d5f6f,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-04-08T12:41:22.997Z,2001-04-08T13:33:22.996Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,12646400,2002-05-29T11:42:37.998Z,Do Not Calibrate,217736,1.060124e-05,52007.528738,52007.564849
AF377,AF377,AF377_1_52009.52330_52009.55929.exp,uid://VLA/execblock/2c5bb61d-abe4-4681-9dd1-c8073bf8b010,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-04-10T12:33:32.999Z,2001-04-10T13:25:23.001Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,12486656,2002-05-29T11:42:37.998Z,Do Not Calibrate,214315,1.060124e-05,52009.523299,52009.559294
AF377,AF377,AF377_1_52015.54703_52015.58453.exp,uid://VLA/execblock/45e37f1a-40f6-4978-bf35-cb7e97e2f681,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-04-16T13:07:43.003Z,2001-04-16T14:01:43.003Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,13285376,2002-05-29T11:42:37.998Z,Do Not Calibrate,225415,1.060124e-05,52015.547025,52015.584525
AF377,AF377,AF377_1_52019.47550_52019.51126.exp,uid://VLA/execblock/e7b0fc17-8c34-4dfa-8f59-f48ec95d1ed0,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-04-20T11:24:43.001Z,2001-04-20T12:16:13.002Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,12513280,2002-05-29T11:42:37.998Z,Do Not Calibrate,225046,1.060124e-05,52019.475498,52019.511262
AF377,AF377,AF377_1_52023.50374_52023.54199.exp,uid://VLA/execblock/9fd35e73-f325-42b9-95c9-ca7c62857125,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-04-24T12:05:22.997Z,2001-04-24T13:00:27.996Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,13631488,2002-05-29T11:42:37.998Z,Do Not Calibrate,214596,1.060124e-05,52023.503738,52023.541991
AF377,AF377,AF377_1_52026.45501_52026.49222.exp,uid://VLA/execblock/10488a6d-f8fc-4b53-8973-08b17a546399,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-04-27T10:55:13.002Z,2001-04-27T11:48:47.998Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,13232128,2002-05-29T11:42:37.998Z,Do Not Calibrate,221950,1.060124e-05,52026.455012,52026.492222
AF377,AF377,AF377_1_52029.42654_52029.46329.exp,uid://VLA/execblock/3374679f-a081-4836-844b-2e7935a9bd0d,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-04-30T10:14:13.004Z,2001-04-30T11:07:07.996Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,13019136,2002-05-29T11:42:37.998Z,Do Not Calibrate,218733,1.060124e-05,52029.426539,52029.463287
AF377,AF377,AF377_1_52032.53869_52032.57966.exp,uid://VLA/execblock/2ab7e37e-5163-4cd2-8ffe-b4029c14e08c,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-05-03T12:55:42.997Z,2001-05-03T13:54:43.004Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,14802944,2002-05-29T11:42:37.998Z,Do Not Calibrate,222892,1.060124e-05,52032.538692,52032.579664
AF377,AF377,AF377_1_52034.47515_52034.51184.exp,uid://VLA/execblock/983ea050-eb7c-4a66-9bc3-92da8915e997,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-05-05T11:24:13.003Z,2001-05-05T12:17:03.001Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,12886016,2002-05-29T11:42:37.998Z,Do Not Calibrate,220575,1.060124e-05,52034.47515,52034.51184
AF377,AF377,AF377_1_52038.42203_52038.48019.exp,uid://VLA/execblock/b33aa09b-c87a-4573-8af5-eb5c77cdec1b,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-05-09T10:07:43.003Z,2001-05-09T11:31:28.001Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,22444032,2002-05-29T11:42:37.998Z,Do Not Calibrate,223502,1.060124e-05,52038.422025,52038.480185
AF377,AF377,AF377_1_52040.41740_52040.45403.exp,uid://VLA/execblock/ac29885c-4b33-4b84-8f09-aa17a3fd0730,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-05-11T10:01:02.997Z,2001-05-11T10:53:48.001Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,12912640,2002-05-29T11:42:37.998Z,Do Not Calibrate,220991,1.060124e-05,52040.417396,52040.454028
AF377,AF377,AF377_1_52042.49564_52042.53157.exp,uid://VLA/execblock/e299ee67-a2e1-40d9-b0de-643c642c1cee,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-05-13T11:53:43.002Z,2001-05-13T12:45:28.002Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,12539904,2002-05-29T11:42:37.998Z,Do Not Calibrate,215436,1.060124e-05,52042.495637,52042.531574
AF377,AF377,AF377_1_52045.44598_52045.48192.exp,uid://VLA/execblock/b2180406-0be6-4628-a296-bbc6f1d4d954,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-05-16T10:42:13Z,2001-05-16T11:33:58Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,20,visibility,PUBLIC,11794432,2002-05-29T11:42:37.998Z,Do Not Calibrate,216576,1.060124e-05,52045.445984,52045.481921
AF377,AF377,AF377_1_52048.43777_52048.47370.exp,uid://VLA/execblock/a727b799-c4d6-480f-8954-cf664c250347,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-05-19T10:30:22.999Z,2001-05-19T11:22:07.999Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,12619776,2002-05-29T11:42:37.998Z,Do Not Calibrate,221075,1.060124e-05,52048.437766,52048.473704
AF377,AF377,AF377_1_52050.32735_52050.36433.exp,uid://VLA/execblock/9751a44c-3ec5-4400-a0ed-5f15d32ae8a6,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-05-21T07:51:22.996Z,2001-05-21T08:44:37.999Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,16,visibility,PUBLIC,13764608,2002-05-29T11:42:37.998Z,Do Not Calibrate,216936,1.060124e-05,52050.327349,52050.364329
AF377,AF377,AF377_1_52053.42214_52053.46005.exp,uid://VLA/execblock/c223fc72-f2ef-422a-91ce-4c82aff8f11b,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-05-24T10:07:52.999Z,2001-05-24T11:02:28Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,13524992,2002-05-29T11:42:37.998Z,Do Not Calibrate,221439,1.060124e-05,52053.422141,52053.460046
AF377,AF377,AF377_1_52056.41566_52056.47266.exp,uid://VLA/execblock/f1604fc8-190b-4694-9122-6040f748ebc3,C. Fassnacht,,VLA,B,"[""C"",""X"",""KU""]",2001-05-27T09:58:32.998Z,2001-05-27T11:20:37.996Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,21884928,2002-05-29T11:42:37.998Z,Do Not Calibrate,221142,1.060124e-05,52056.41566,52056.472662
AF377,AF377,AF377_1_52058.41022_52058.48794.exp,uid://VLA/execblock/03fecee3-767d-4c6b-b81d-fccf8371663e,C. Fassnacht,,VLA,B->CnB,"[""C"",""X"",""KU""]",2001-05-29T09:50:42.999Z,2001-05-29T11:42:37.998Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,28,visibility,PUBLIC,28532736,2002-05-29T11:42:37.998Z,Do Not Calibrate,220153,1.060124e-05,52058.41022,52058.48794
AL403,AL403,AL403_1_50399.32413_50399.48831.exp,uid://VLA/execblock/def61287-5e5b-43d0-a131-fc1e82e8fa6b,E.M. Leitch,,VLA,A,"[""X"",""KU""]",1996-11-12T07:46:44.996Z,1996-11-12T11:43:10.001Z,1996-11-12T07:46:44.996Z,1997-05-09T19:58:30.002Z,0,112,visibility,PUBLIC,60463104,1998-05-09T19:58:30.002Z,Do Not Calibrate,204022,5.048531e-06,50399.324132,50399.48831
AL403,AL403,AL403_1_50441.64398_50441.70602.exp,uid://VLA/execblock/052a186d-a9eb-4b12-b2d6-2d6eee710107,E.M. Leitch,,VLA,A,"[""X""]",1996-12-24T15:27:20.001Z,1996-12-24T16:56:39.998Z,1996-11-12T07:46:44.996Z,1997-05-09T19:58:30.002Z,0,35,visibility,PUBLIC,12220416,1998-05-09T19:58:30.002Z,Do Not Calibrate,204442,5.048531e-06,50441.643981,50441.706018
AL403,AL403,AL403_1_50465.17743_50465.39120.exp,uid://VLA/execblock/92d95f22-0d76-4adb-a46f-94959299dba5,E.M. Leitch,,VLA,A->BnA,"[""X""]",1997-01-17T04:15:30.003Z,1997-01-17T09:23:19.999Z,1996-11-12T07:46:44.996Z,1997-05-09T19:58:30.002Z,0,128,visibility,PUBLIC,32870400,1998-05-09T19:58:30.002Z,Do Not Calibrate,210569,5.048531e-06,50465.177431,50465.391204
AL403,AL403,AL403_1_50493.21534_50493.48102.exp,uid://VLA/execblock/a039e803-7c54-4401-9913-360b575adebe,E.M. Leitch,,VLA,B,"[""X""]",1997-02-14T05:10:04.995Z,1997-02-14T11:32:39.998Z,1996-11-12T07:46:44.996Z,1997-05-09T19:58:30.002Z,0,81,visibility,PUBLIC,108652544,1998-05-09T19:58:30.002Z,Do Not Calibrate,210399,5.048531e-06,50493.215336,50493.481018
AL403,AL403,AL403_1_50577.51979_50577.83229.exp,uid://VLA/execblock/6866992c-bbf1-4e0f-8340-37502df6b983,E.M. Leitch,,VLA,B,"[""X"",""L""]",1997-05-09T12:28:30.002Z,1997-05-09T19:58:30.002Z,1996-11-12T07:46:44.996Z,1997-05-09T19:58:30.002Z,0,190,visibility,PUBLIC,63229952,1998-05-09T19:58:30.002Z,Do Not Calibrate,211318,5.048531e-06,50577.519792,50577.832292
AM484,AM484,AM484_1_49942.61479_49943.90472.exp,uid://VLA/execblock/b589961c-79e4-4da3-8748-2966f833ec3c,S.T. Myers,,VLA,A,"[""X""]",1995-08-13T14:45:17.665Z,1995-08-14T21:42:47.669Z,1995-08-13T14:45:17.665Z,1995-09-11T04:22:20.999Z,0,1849,visibility,PUBLIC,547651584,1996-09-10T04:22:20.999Z,Do Not Calibrate,191280,0.0002701216,49942.614788,49943.904718
AM484,AM484,AM484_1_49947.99689_49948.01645.exp,uid://VLA/execblock/6670456e-6ed6-4902-b547-a7c271f12476,S.T. Myers,,VLA,A,"[""X""]",1995-08-18T23:55:31.002Z,1995-08-19T00:23:41.003Z,1995-08-13T14:45:17.665Z,1995-09-11T04:22:20.999Z,0,7,visibility,PUBLIC,3612672,1996-09-10T04:22:20.999Z,Do Not Calibrate,196272,0.0002701216,49947.996887,49948.016447
AM484,AM484,AM484_1_49962.27358_49963.88967.exp,uid://VLA/execblock/fcd92cc5-c616-47d3-989c-bdb9c5b86409,S.T. Myers,,VLA,A,"[""C"",""KU"",""X"",""L""]",1995-09-02T06:33:57.666Z,1995-09-03T21:21:07.669Z,1995-08-13T14:45:17.665Z,1995-09-11T04:22:20.999Z,0,2087,visibility,PUBLIC,693067776,1996-09-10T04:22:20.999Z,Do Not Calibrate,200620,0.0002701216,49962.273584,49963.889672
AM593,AM593,AM593_1_50886.80041_50887.83143.exp,uid://VLA/execblock/a32b0485-a0f4-47c0-a691-0edc434c049e,S.T. Myers,,VLA,A,"[""X""]",1998-03-14T19:12:35.665Z,1998-03-15T19:57:15.664Z,1998-03-14T19:12:35.665Z,1998-05-22T07:42:08.999Z,0,1394,visibility,PUBLIC,488470528,1999-05-22T07:42:08.999Z,Do Not Calibrate,205429,5.048531e-06,50886.800413,50887.831431
AM593,AM593,AM593_1_50887.85180_50889.18942.exp,uid://VLA/execblock/a5a52926-9558-43fb-9025-918cbcd240b9,S.T. Myers,,VLA,A,"[""X""]",1998-03-15T20:26:35.666Z,1998-03-17T04:32:45.663Z,1998-03-14T19:12:35.665Z,1998-05-22T07:42:08.999Z,0,1882,visibility,PUBLIC,621238272,1999-05-22T07:42:08.999Z,Do Not Calibrate,203580,5.048531e-06,50887.851802,50889.189417
AP366,AP366,AP366_1_50955.48882_50956.48436.exp,uid://VLA/execblock/c85fa5f2-a151-4941-9fe6-c57e0fa44e4a,A. Patnaik,,VLA,A,"[""C"",""X"",""KU"",""Q"",""K"",""L""]",1998-05-22T11:43:53.996Z,1998-05-23T11:37:28.997Z,1998-05-22T11:43:53.996Z,1998-05-23T11:37:28.997Z,0,397,visibility,PUBLIC,391882752,1999-05-23T11:37:28.997Z,Do Not Calibrate,212289,0.00054728065,50955.488819,50956.484363
AS539,AS539,AS539_1_49556.23601_49556.64966.exp,uid://VLA/execblock/44b6b4a6-9f2b-4a5f-84d4-c4566f4d38df,R.T. Schilizzi,,VLA,B,"[""X"",""KU""]",1994-07-23T05:39:50.996Z,1994-07-23T15:35:31.004Z,1994-07-23T05:39:50.996Z,1994-07-23T15:35:31.004Z,0,233,visibility,PUBLIC,79183872,1995-07-23T15:35:31.004Z,Do Not Calibrate,197735,0.0030922676,49556.236007,49556.649664
AT224,AT224,AT224_1_51275.48917_51275.69361.exp,uid://VLA/execblock/f380650c-a349-4f95-9acb-5bb44a6fb688,D.A. Tahmoush,,VLA,D,"[""Q"",""X""]",1999-04-07T11:44:24.668Z,1999-04-07T16:38:47.999Z,1999-02-02T22:52:24.669Z,1999-04-07T16:38:47.999Z,0,242,visibility,PUBLIC,41072640,2000-04-06T16:38:47.999Z,Do Not Calibrate,202560,0.00026843764,51275.489174,51275.693611
AW576,AW576,AW576_1_52298.78904_52298.82984.exp,uid://VLA/execblock/2e7fc558-3418-435b-98d1-17517b2beabc,J. Winn,,VLA,A,"[""X""]",2002-01-24T18:56:13.004Z,2002-01-24T19:54:58.003Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,17,visibility,PUBLIC,14190592,2004-01-05T18:41:13.001Z,Do Not Calibrate,218838,5.048531e-06,52298.789039,52298.829838
AW576,AW576,AW576_1_52301.69760_52301.73852.exp,uid://VLA/execblock/75663142-7a24-42d1-9f72-43480229f759,J. Winn,,VLA,A,"[""X""]",2002-01-27T16:44:33.002Z,2002-01-27T17:43:27.998Z,2002-01-24T18:56:13.004Z,2003-01-05T18:41:13.001Z,0,18,visibility,PUBLIC,14589952,2004-01-05T18:41:13.001Z,Do Not Calibrate,216605,5.048531e-06,52301.697604,52301.738518
