#REFERENCE 3 104.6587124 -55.9571457
   #ID       X         Y         R       EPS       TAU       AMP       E_AMP      DMAG  TIME[days]  DTIME    PARITY
 K3b.1     7.623    46.263    46.887     0.986     5.964     7.313     0.113      2.16  -397219.4   -2233.2    ++
 K3b.1    36.427    25.594    44.520     0.502     0.580    36.041     1.449      3.89  -394955.7      30.5    ++
 K3b.1    34.549    28.118    44.545     0.000     0.000    23.363     0.871      3.42  -394957.6      28.6    +-
 K3a.3    38.313    23.223    44.802     0.984     5.555    20.835     0.538      3.30  -394967.5       0.0    ++
 K3a.3    33.699    29.777    44.970     0.957     3.290     9.572     0.198      2.45  -394906.4      61.1    +-
 K3a.3     8.938    46.118    46.977     0.000     0.000     7.902     0.128      2.24  -396753.5   -1786.0    ++
 K3a.2     8.586    45.811    46.609     0.980     4.908     8.041     0.135      2.26  -396635.9   -1668.4    ++
 K3a.2    33.132    30.155    44.800     0.305     0.320    10.528     0.286      2.56  -394837.5     129.9    +-
 K3a.2    38.615    22.112    44.498     0.000     0.000    18.294     0.465      3.16  -394934.5      32.9    ++
 K3a.1     8.648    45.922    46.729     0.963     3.553     7.969     0.132      2.25  -396695.0   -1727.5    ++
 K3a.1    38.446    22.549    44.570     0.392     0.426    19.797     0.518      3.24  -394929.6      37.9    ++
 K3a.1    33.350    29.962    44.832     0.000     0.000    10.247     0.250      2.53  -394864.3     103.1    +-
 K8b.3     2.911    31.713    31.847     0.446     0.498     7.637     0.068      2.21  -392610.9       0.0    ++
 K8b.3    14.510    24.517    28.489     0.237     0.244     5.066     0.089      1.76  -392145.8     465.1    +-
 K8b.3    42.092     2.088    42.144     0.000     0.000     5.267     0.045      1.80  -396257.7   -3646.9    ++
 K8b.2    41.923     1.997    41.970     0.236     0.242     5.283     0.045      1.81  -396251.3   -3640.4    ++
 K8b.2     2.651    31.616    31.727     0.224     0.230     7.449     0.065      2.18  -392683.4     -72.5    ++
 K8b.2    14.496    24.309    28.303     0.000     0.000     5.012     0.087      1.75  -392191.3     419.6    +-
 K8b.1    42.162     1.409    42.186     0.446     0.499     5.198     0.044      1.79  -396393.6   -3782.7    ++
 K8b.1    13.919    24.324    28.025     0.243     0.251     6.017     0.099      1.95  -392038.6     572.3    +-
 K8b.1     2.944    31.060    31.199     0.000     0.000     7.886     0.070      2.24  -392422.8     188.1    ++
 K8a.3     2.732    32.418    32.533     0.423     0.467     7.293     0.064      2.16  -392871.5       0.0    ++
 K8a.3    15.136    24.651    28.927     0.280     0.292     4.410     0.080      1.61  -392304.9     566.6    +-
 K8a.3    41.919     2.840    42.015     0.000     0.000     5.366     0.047      1.82  -396099.1   -3227.6    ++
 K8a.2    41.355     2.931    41.459     0.278     0.289     5.463     0.048      1.84  -396008.8   -3137.3    ++
 K8a.2     1.968    32.465    32.525     0.185     0.188     6.739     0.058      2.07  -393196.3    -324.7    ++
 K8a.2    15.363    24.169    28.638     0.000     0.000     4.206     0.074      1.56  -392492.9     378.6    +-
 K8a.1    41.821     2.348    41.886     0.407     0.446     5.331     0.046      1.82  -396173.7   -3302.1    ++
 K8a.1    14.800    24.352    28.496     0.227     0.233     4.659     0.083      1.67  -392266.1     605.4    +-
 K8a.1     2.541    31.945    32.046     0.000     0.000     7.267     0.064      2.15  -392816.2      55.3    ++
K13b.2   189.497    30.847   191.991     0.457     0.514     3.254     0.100      1.28  -515035.5       0.0    ++
K13b.2   186.835    64.247   197.573     0.384     0.416     5.622     0.234      1.87  -513192.1    1843.4    ++
K13b.2   191.150    53.530   198.504     0.000     0.000     6.309     0.148      2.00  -512848.2    2187.3    +-
K13b.1   189.537    30.366   191.954     0.690     0.953     3.169     0.095      1.25  -515233.1    -197.6    ++
K13b.1   190.776    54.383   198.375     0.304     0.319     8.566     0.193      2.33  -512805.9    2229.7    +-
K13b.1   187.131    63.417   197.585     0.000     0.000     6.241     0.270      1.99  -513034.3    2001.2    ++
K13a.3   186.944    64.161   197.648     0.674     0.911     5.684     0.237      1.89  -513260.1       0.0    ++
K13a.3   191.200    53.641   198.582     0.482     0.550     6.593     0.155      2.05  -512931.6     328.6    +-
K13a.3   189.575    30.819   192.063     0.000     0.000     3.247     0.099      1.28  -515132.7   -1872.5    ++
K13a.2   189.622    30.270   192.023     0.561     0.678     3.151     0.094      1.25  -515363.7   -2103.5    ++
K13a.2   187.294    63.194   197.668     0.278     0.289     6.445     0.282      2.02  -513084.5     175.6    ++
K13a.2   190.728    54.671   198.409     0.000     0.000     9.476     0.209      2.44  -512882.5     377.6    +-
K13a.1   189.596    29.806   191.925     0.732     1.074     3.076     0.089      1.22  -515500.6   -2240.4    ++
K13a.1   190.127    55.309   198.008     0.432     0.478     6.092     0.140      1.96  -512753.4     506.7    +-
K13a.1   187.541    62.319   197.624     0.000     0.000     7.404     0.338      2.17  -512875.3     384.9    ++
 K15.3    47.319    50.290    69.052     0.923     2.394    29.036     2.107      3.66  -400304.1       0.0    +-
 K15.3    40.811    56.579    69.762     0.799     1.330    14.997     0.734      2.94  -400378.1     -74.0    ++
 K15.3    52.831    42.462    67.780     0.000     0.000    10.247     0.466      2.53  -400398.5     -94.4    ++
 K15.2    42.537    56.043    70.358     0.998    14.335    22.886     1.187      3.40  -400352.8     -48.7    ++
 K15.2    53.555    42.164    68.161     0.958     3.357     9.193     0.394      2.41  -400493.2    -189.2    ++
 K15.2    47.083    51.925    70.092     0.000     0.000    52.515     5.647      4.30  -400350.7     -46.6    +-
 K15.1    47.363    51.550    70.005     0.998    16.911    54.936     5.830      4.35  -400389.7     -85.7    +-
 K15.1    53.606    42.248    68.254     0.915     2.261     9.176     0.392      2.41  -400525.2    -221.2    ++
 K15.1    42.731    56.048    70.479     0.000     0.000    23.725     1.235      3.44  -400396.7     -92.7    ++
  N6.3   178.693    67.356   190.966     0.474     0.538     8.323     0.357      2.30  -506106.9       0.0    ++
  N6.3   176.065    51.270   183.379     0.283     0.295     3.198     0.111      1.26  -505091.3    1015.6    +-
  N6.3   181.858    32.010   184.653     0.000     0.000     3.787     0.128      1.45  -506520.8    -413.9    ++
  N6.2   181.227    31.004   183.860     0.286     0.298     3.552     0.113      1.38  -506026.1      80.8    ++
  N6.2   177.891    66.051   189.758     0.243     0.250     5.711     0.262      1.89  -504844.5    1262.4    ++
  N6.2   175.207    52.100   182.789     0.000     0.000     2.735     0.103      1.09  -504224.5    1882.4    +-
  N6.1   180.234    32.449   183.132     0.570     0.694     3.981     0.138      1.50  -505006.2    1100.7    ++
  N6.1   174.769    50.798   182.001     0.332     0.352     3.117     0.125      1.23  -503807.9    2299.0    +-
  N6.1   176.880    68.150   189.555     0.000     0.000     5.642     0.259      1.88  -504800.7    1306.2    ++
 N7b.3     9.409    17.023    19.451     0.525     0.617     6.944     0.109      2.10  -392328.3       0.0    +-
 N7b.3    -2.528    24.343    24.474     0.385     0.417     7.007     0.060      2.11  -392829.5    -501.2    ++
 N7b.3    41.273    -6.440    41.773     0.000     0.000     6.070     0.073      1.96  -397808.6   -5480.3    ++
 N7b.2    40.933    -7.072    41.539     0.534     0.632     6.288     0.082      2.00  -397879.2   -5550.9    ++
 N7b.2    -2.974    23.804    23.989     0.193     0.197     6.871     0.058      2.09  -392989.0    -660.7    ++
 N7b.2     9.222    16.375    18.794     0.000     0.000     6.397     0.095      2.01  -392457.9    -129.6    +-
 N7b.1    40.889    -6.525    41.407     0.444     0.495     6.619     0.091      2.05  -397757.5   -5429.2    ++
 N7b.1     9.596    16.520    19.104     0.172     0.174     6.133     0.091      1.97  -392504.4    -176.1    +-
 N7b.1    -3.030    24.256    24.444     0.000     0.000     6.715     0.056      2.07  -393094.9    -766.6    ++
 N7a.3     9.103    16.192    18.575     0.515     0.601     6.358     0.094      2.01  -392479.4       0.0    +-
 N7a.3    -3.064    23.582    23.780     0.386     0.419     6.875     0.058      2.09  -393005.5    -526.1    ++
 N7a.3    40.844    -7.337    41.497     0.000     0.000     6.229     0.082      1.99  -397923.3   -5443.9    ++
 N7a.2    40.542    -8.300    41.383     0.382     0.413     5.739     0.068      1.90  -398125.6   -5646.2    ++
 N7a.2    -3.263    22.680    22.913     0.215     0.220     7.002     0.060      2.11  -392980.7    -501.3    ++
 N7a.2     8.551    15.583    17.775     0.000     0.000     6.427     0.092      2.02  -392509.0     -29.6    +-
 N7a.1    40.394    -7.985    41.176     0.400     0.437     6.156     0.080      1.97  -397994.5   -5515.1    ++
 N7a.1     8.941    15.553    17.940     0.202     0.207     6.082     0.086      1.96  -392608.4    -129.0    +-
 N7a.1    -3.490    23.054    23.316     0.000     0.000     6.755     0.057      2.07  -393156.5    -677.1    ++
 N8b.3   -15.447     4.483    16.085     0.645     0.844     5.920     0.074      1.93  -400225.3       0.0    ++
 N8b.3    -4.896    -9.296    10.506     0.624     0.799     9.946     0.189      2.49  -399590.6     634.7    +-
 N8b.3    27.994   -21.924    35.557     0.000     0.000     5.168     0.063      1.78  -402793.7   -2568.4    ++
 N8b.2    -6.313    -7.065     9.475     0.783     1.257    11.215     0.193      2.62  -398794.8    1430.5    +-
 N8b.2    29.487   -21.954    36.762     0.645     0.844     4.938     0.059      1.73  -402786.2   -2560.9    ++
 N8b.2   -14.322     4.531    15.022     0.000     0.000     6.432     0.083      2.02  -399242.7     982.6    ++
 N8b.1   -14.717     5.259    15.629     0.813     1.397     6.068     0.075      1.96  -399520.4     704.9    ++
 N8b.1    28.987   -21.489    36.084     0.589     0.730     5.064     0.061      1.76  -402557.3   -2332.0    ++
 N8b.1    -5.184    -7.986     9.521     0.000     0.000     9.431     0.164      2.44  -398929.8    1295.5    +-
 N8a.3    -4.892    -9.694    10.858     0.646     0.845    10.234     0.200      2.53  -399812.7       0.0    +-
 N8a.3   -15.655     4.104    16.184     0.645     0.844     5.915     0.075      1.93  -400439.6    -627.0    ++
 N8a.3    27.707   -22.151    35.473     0.000     0.000     5.189     0.064      1.79  -402915.5   -3102.9    ++
 N8a.2    -6.587    -7.215     9.770     0.808     1.373    12.971     0.254      2.78  -398970.1     842.5    +-
 N8a.2    29.279   -22.166    36.723     0.644     0.842     4.941     0.059      1.73  -402895.7   -3083.0    ++
 N8a.2   -14.471     4.171    15.060     0.000     0.000     6.448     0.085      2.02  -399398.7     414.0    ++
 N8a.1   -14.902     4.907    15.689     0.834     1.511     6.062     0.076      1.96  -399707.4     105.2    ++
 N8a.1    28.737   -21.696    36.007     0.627     0.804     5.075     0.061      1.76  -402665.2   -2852.5    ++
 N8a.1    -5.295    -8.292     9.838     0.000     0.000    10.117     0.189      2.51  -399127.0     685.7    +-
 N9b.2   -20.817    12.877    24.478     0.951     3.069     4.397     0.044      1.61  -405710.6       0.0    ++
 N9b.2     9.002   -12.529    15.428     0.217     0.222     8.978     0.215      2.38  -400332.8    5377.8    +-
 N9b.2    16.813   -15.111    22.606     0.000     0.000    14.129     0.242      2.88  -400416.9    5293.6    ++
 N9b.1   -20.858    12.964    24.559     0.937     2.690     4.391     0.044      1.61  -405768.1     -57.5    ++
 N9b.1    16.575   -14.997    22.353     0.208     0.212    14.907     0.260      2.93  -400396.9    5313.6    ++
 N9b.1     9.194   -12.551    15.558     0.000     0.000     9.761     0.231      2.47  -400338.3    5372.2    +-
 N9a.2   -21.080    13.038    24.786     0.978     4.706     4.388     0.044      1.61  -406028.9       0.0    ++
 N9a.2    10.149   -12.886    16.403     0.132     0.133    16.270     0.392      3.03  -400393.1    5635.8    +-
 N9a.2    15.348   -14.657    21.223     0.000     0.000    20.593     0.416      3.28  -400407.3    5621.6    ++
 N9a.1   -21.162    13.091    24.884     0.986     5.828     4.386     0.044      1.61  -406129.1    -100.2    ++
 N9a.1    14.677   -14.439    20.589     0.104     0.105    26.867     0.641      3.57  -400397.7    5631.2    ++
 N9a.1    10.730   -13.073    16.913     0.000     0.000    23.219     0.636      3.41  -400403.7    5625.2    +-
