survey,CID,IDSURVEY,zCMB,zCMBERR,zHEL,zHELERR,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB
PS1MD,520071,15,0.41152,0.001,0.411,0.001,-0.059074,0.039141,-0.200691,0.43189,22.4019,0.0511883,1.96451e-05,9.2619e-07,0.00611896,-2.46684e-07,-2.92856e-08,215.504,53.6193,-999,-999,19.7077,-19.0392,250,0.00617008,10.641,0.319,56461.5,0.4301,47,30.1342,0.97351
SNLS,04D2fp,4,0.41664,0.001,0.415,0.001,-0.056956,0.027318,0.37739,0.12792,22.2787,0.0266956,2.20047e-05,5.41041e-07,-0.000274875,-1.34785e-08,-1.04412e-08,149.867,2.321,-999,-999,-9.0,14.1928,250,0.0169583,10.235,0.2175,53107.5,0.1615,17,24.307,0.11133
SNLS,05D2dw,4,0.41864,0.001,0.417,0.001,-0.022405,0.024501,1.14278,0.16297,22.2005,0.0280547,2.36471e-05,6.11026e-07,0.000421259,-4.04873e-08,-1.11843e-08,149.634,2.0322,-999,-999,-9.0,14.2622,250,0.016778,8.815,0.196,53454.4,0.1282,22,24.3589,0.3287
PS1MD,440162,15,0.41927,0.001,0.421,0.001,-0.094462,0.037522,0.88133,0.6031,22.0813,0.0471893,2.63919e-05,1.14707e-06,0.0056997,-4.2214e-07,-2.09294e-08,353.266,-0.9127,-999,-999,18.8394,-19.1608,250,0.0302407,11.5,0.008,56215.9,0.5574,45,49.5954,0.29508
PS1MD,550137,15,0.41931,0.001,0.421,0.001,0.043221,0.059105,0.5774,0.59892,22.1839,0.0936407,2.40126e-05,2.071e-06,0.0139591,-8.00776e-07,-8.59574e-08,334.754,0.0297,-999,-999,22.1279,-16.7532,250,0.0799025,10.086,0.1,56560.0,0.55,35,24.7665,0.90079
SNLS,05D3cf,4,0.41956,0.001,0.419,0.001,0.000776,0.026866,-0.262506,0.17416,22.668,0.0273966,1.53752e-05,3.87964e-07,0.000135134,-1.88988e-08,-7.35815e-09,214.223,52.3451,-999,-999,-9.0,-17.8067,250,0.0105752,9.609,0.138,53418.8,0.2119,26,22.5105,0.66047
PS1MD,550202,15,0.42027,0.001,0.422,0.001,-0.221439,0.10031,0.48719,0.62175,22.0402,0.0886705,2.74105e-05,2.23858e-06,0.0191866,-7.11415e-07,-1.96361e-07,351.8,-0.7829,-999,-999,22.4133,-19.0342,250,0.0398156,9.751,0.1,56571.6,0.8119,13,9.86245,0.70514
PS1MD,110430,15,0.42085,0.001,0.42,0.001,0.011272,0.04499,-0.895791,0.57244,22.5292,0.052703,1.74712e-05,8.48072e-07,0.00192966,-2.8559e-07,-1.97015e-08,132.249,44.8657,-999,-999,22.6453,-18.5355,250,0.0238118,9.14,0.492,55554.0,0.5143,40,57.9553,0.0329175
SNLS,04D4gg,4,0.42245,0.001,0.424,0.001,0.073059,0.026374,1.2311,0.13835,22.4626,0.0302294,1.85764e-05,5.1721e-07,0.000444855,-2.52268e-08,-9.85769e-09,334.039,-17.2944,-999,-999,-9.0,-4.7472,250,0.0235249,10.057,0.3455,53246.8,0.1206,39,58.6902,0.0222457
PS1MD,490037,15,0.42355,0.001,0.4219,0.001,-0.125277,0.045996,-0.01735,0.49454,22.0328,0.0745032,2.7598e-05,1.89377e-06,0.00953668,-7.20852e-07,-5.67744e-08,149.957,0.8166,-999,-999,18.3262,14.999,250,0.018912,11.417,0.238,56370.5,0.3883,40,54.5131,0.0627276
PS1MD,160200,15,0.42349,0.001,0.4234,0.001,0.15761,0.081625,-0.195418,0.91668,22.8712,0.0764405,1.27503e-05,8.9768e-07,-0.0132257,-2.20122e-07,-5.12701e-08,242.608,54.1496,-999,-999,19.85,-22.43,250,0.0101859,10.867,0.145,55711.3,1.5049,51,42.9909,0.77989
PS1MD,050003,15,0.42689,0.001,0.4268,0.001,-0.00449,0.040987,1.07494,0.74091,22.4264,0.057131,1.9206e-05,1.01061e-06,0.0110615,-5.90796e-07,-2.69478e-08,242.219,55.0048,-999,-999,24.4835,-22.6864,250,0.00553362,8.371,1.435,55355.9,0.6954,39,64.4637,0.00631866
PS1MD,110542,15,0.42694,0.001,0.4261,0.001,-0.040908,0.038051,0.56071,0.50218,22.3735,0.043671,2.01659e-05,8.11123e-07,0.000997526,-2.26761e-07,-1.33613e-08,131.82,45.2976,-999,-999,20.6194,-18.6692,250,0.0234812,10.595,0.247,55550.3,0.6432,41,44.3749,0.33137
PS1MD,110719,15,0.42784,0.001,0.427,0.001,-0.045089,0.05145,0.54092,0.61831,22.8073,0.0571488,1.35229e-05,7.11792e-07,0.00366206,-2.26886e-07,-1.96955e-08,129.923,43.9644,-999,-999,20.5726,-18.2717,250,0.0194883,11.348,0.343,55566.7,0.8525,35,40.645,0.27313
SNLS,05D2cb,4,0.42865,0.001,0.427,0.001,0.15153,0.028564,0.8842,0.19161,23.1319,0.0323026,1.00286e-05,2.98369e-07,0.00047668,-2.47e-08,-5.97081e-09,149.852,2.3282,-999,-999,-9.0,13.848,250,0.0169634,9.534,0.078,53423.0,0.1989,30,38.3602,0.14072
PS1MD,440236,15,0.42888,0.01,0.43,0.01,-0.084385,0.037796,-0.768802,0.52243,22.2621,0.0446387,2.2343e-05,9.18607e-07,0.00142401,-1.4633e-07,-2.68088e-08,37.1019,-4.4246,-999,-999,19.5734,-15.4038,250,0.0225658,11.413,0.184,56208.3,0.6543,45,57.0622,0.10716
PS1MD,100101,15,0.42967,0.001,0.4288,0.001,-0.071454,0.041804,-0.773417,0.48103,22.5616,0.048876,1.69572e-05,7.63353e-07,0.00356106,-1.60495e-07,-1.17552e-08,132.141,43.9852,-999,-999,19.0925,-17.7323,250,0.0245986,11.5,0.16,55517.4,0.5862,32,30.4178,0.5467
PS1MD,080723,15,0.43013,0.001,0.4313,0.001,-0.15907,0.035952,0.16631,0.34079,22.1808,0.0445129,2.4082e-05,9.87311e-07,0.00170602,-1.74736e-07,-2.20458e-08,34.9864,-3.9606,-999,-999,22.5531,-15.9915,250,0.0175707,9.753,0.323,55473.9,0.4264,47,52.0216,0.28474
SNLS,04D1rh,4,0.43487,0.001,0.436,0.001,-0.064072,0.025529,0.80878,0.21002,22.293,0.0263641,2.17169e-05,5.27334e-07,0.000142393,-1.52548e-08,-9.6875e-09,36.9464,-4.2538,-999,-999,-9.0,-15.3671,250,0.0218392,9.888,0.132,53350.8,0.265,21,34.2835,0.0337849
SNLS,06D4co,4,0.43544,0.001,0.437,0.001,-0.049905,0.02293,-0.394047,0.095163,22.2642,0.0256696,2.23018e-05,5.27272e-07,-0.000123577,-2.83234e-09,-9.16652e-09,333.861,-17.8692,-999,-999,-9.0,-4.2012,250,0.0222598,10.627,0.1515,53940.2,0.1652,45,60.7765,0.0582985
PS1MD,000142,15,0.43673,0.001,0.436,0.001,-0.030455,0.038917,-0.769832,0.4262,22.7283,0.0357877,1.45443e-05,4.79405e-07,0.00215197,-9.64577e-08,-7.83678e-09,162.309,58.4672,-999,-999,19.8214,-21.4403,250,0.00665107,11.5,0.051,55214.2,0.429,55,50.732,0.6383
PS1MD,560027,15,0.43883,0.001,0.44,0.001,-0.163924,0.056223,-0.520101,0.64681,22.0907,0.056629,2.6165e-05,1.36469e-06,-0.00351945,-3.00455e-07,-3.11839e-08,35.8506,-3.0839,-999,-999,14.9387,-16.1653,250,0.0222394,11.5,0.1,56569.2,1.1485,37,40.919,0.30245
PS1MD,050607,15,0.43926,0.001,0.4387,0.001,0.060541,0.044246,0.10818,0.50736,22.6491,0.046893,1.56447e-05,6.75697e-07,0.00508005,-1.39212e-07,-2.13483e-08,213.514,53.3622,-999,-999,24.0687,-17.722,250,0.00806122,9.458,0.394,55367.5,0.6357,31,32.3561,0.39965
PS1MD,040166,15,0.44004,0.001,0.4395,0.001,-0.148968,0.067603,0.30821,1.4804,22.4934,0.1194,1.80572e-05,1.98575e-06,-0.0208081,5.16445e-07,-4.40754e-08,214.12,54.0536,-999,-999,23.811,-18.1848,250,0.00958061,8.798,1.167,55326.5,4.4404,44,62.0746,0.0464227
PS1MD,510266,15,0.44059,0.01,0.44,0.01,-0.169948,0.033751,-0.476279,0.31795,22.0448,0.0392185,2.72957e-05,9.85963e-07,0.00318253,-2.16346e-07,-4.38194e-08,214.033,51.7321,-999,-999,18.4706,-16.6931,250,0.00987252,11.5,0.111,56430.7,0.3281,60,58.4069,0.53414
SNLS,06D3df,4,0.44254,0.001,0.442,0.001,-0.036948,0.022793,1.15088,0.16437,22.3909,0.0243032,1.98441e-05,4.44191e-07,-0.000606988,8.44632e-09,-8.04764e-09,215.572,52.9577,-999,-999,-9.0,-17.5421,250,0.00850803,10.46,0.032,53850.7,0.3709,39,34.1772,0.68934
SNLS,06D2gb,4,0.44368,0.001,0.442,0.001,-0.016097,0.037393,-1.56881,0.19505,22.7329,0.0350395,1.44818e-05,4.67365e-07,0.00219737,-5.09299e-08,-1.24064e-08,150.198,1.9854,-999,-999,-9.0,13.7614,250,0.0156399,10.905,0.1245,53872.6,0.291,15,4.46647,0.99576
PS1MD,040137,15,0.44756,0.001,0.447,0.001,0.023926,0.047726,1.08695,0.53781,22.5333,0.0585134,1.74054e-05,9.38027e-07,-0.000294356,-1.4164e-07,-2.63644e-08,214.46,52.801,-999,-999,23.805,-17.1789,250,0.00927443,8.743,0.953,55326.4,1.1529,45,51.4311,0.2365
PS1MD,050580,15,0.4506,0.001,0.45,0.001,0.020054,0.038516,-0.410302,0.46861,22.4005,0.0427534,1.96698e-05,7.74545e-07,0.00455875,-1.56323e-07,-1.86289e-08,212.991,52.0718,-999,-999,23.2498,-16.5137,250,0.0130533,10.422,0.14,55369.3,0.5924,29,28.2639,0.50384
PS1MD,520016,15,0.451,0.01,0.45,0.01,-0.086544,0.035016,1.09102,0.56999,22.3327,0.0384556,2.09383e-05,7.4161e-07,-0.00129413,-2.25765e-07,-1.21917e-08,185.338,46.9708,-999,-999,-9.0,-12.3378,250,0.0140031,10.011,0.385,56423.1,0.7601,36,42.6854,0.20573
SNLS,04D2gb,4,0.45169,0.01,0.45,0.01,0.022769,0.034026,-1.60336,0.17186,22.635,0.0285378,1.58482e-05,4.16558e-07,-0.000290161,-1.60805e-08,-8.64966e-09,150.594,1.8942,-999,-999,-9.0,13.6972,250,0.0173616,10.246,0.09,53108.4,0.2067,17,12.1219,0.7927
PS1MD,120094,15,0.45169,0.001,0.45,0.001,-0.168766,0.034831,1.0436,0.43271,22.2376,0.0393173,2.2854e-05,8.27603e-07,0.00429942,-2.24203e-07,-1.74142e-08,150.526,2.0878,-999,-999,23.9429,13.5622,250,0.0150304,11.5,7.62,55570.8,0.4746,38,35.5052,0.58539
SNLS,04D3gt,4,0.45155,0.001,0.451,0.001,0.18447,0.028319,-0.238989,0.11205,22.9759,0.0267923,1.15785e-05,2.85718e-07,-0.000169329,-6.02958e-09,-5.63726e-09,215.636,52.6469,-999,-999,-9.0,-17.0711,250,0.00815071,11.34,0.0945,53137.8,0.1519,45,84.2255,0.000355128
PS1MD,380199,15,0.46055,0.01,0.46,0.01,-0.051565,0.035861,1.77853,0.50793,22.4803,0.0433503,1.82764e-05,7.29725e-07,0.00136182,-2.19375e-07,-1.50256e-08,215.233,53.0089,-999,-999,-9.0,-16.984,250,0.00879382,10.683,0.434,56039.2,0.5451,50,46.8212,0.60172
PS1MD,510597,15,0.46098,0.01,0.46,0.01,-0.095982,0.042002,1.61547,0.56109,22.3935,0.0531418,1.97972e-05,9.68981e-07,0.00118315,-3.65755e-07,-1.96471e-08,185.821,47.8228,-999,-999,22.2655,-12.673,250,0.0113456,9.9066,0.1,56438.7,0.5122,32,38.204,0.20823
SNLS,05D3lc,4,0.46156,0.001,0.461,0.001,-0.055792,0.024019,-0.744735,0.10714,22.7026,0.0242748,1.48916e-05,3.32947e-07,-4.43891e-05,-4.04199e-09,-5.7571e-09,215.596,52.4789,-999,-999,-9.0,-16.6572,250,0.00728877,10.777,0.054,53527.7,0.1385,41,36.0786,0.68879
SNLS,03D4au,4,0.46641,0.001,0.468,0.001,0.1162,0.04267,0.35918,0.33294,23.5316,0.0351029,6.93996e-06,2.24376e-07,0.000831949,-2.13007e-08,-5.26728e-09,334.041,-18.0776,-999,-999,-9.0,-3.8702,250,0.0245597,9.464,0.1065,52816.1,0.506,25,20.5623,0.71674
PS1MD,000215,15,0.4666,0.001,0.4649,0.001,-0.09831,0.030179,0.97228,0.31456,22.455,0.03326,1.87062e-05,5.73038e-07,0.000741584,-9.17832e-08,-9.89782e-09,150.81,3.1442,-999,-999,24.2629,12.6398,250,0.0165535,8.707,8.177,55222.8,0.3297,50,44.5468,0.69117
SNLS,04D4jr,4,0.4684,0.01,0.47,0.01,-0.068908,0.026473,1.53692,0.12203,22.3726,0.0252557,2.01821e-05,4.69463e-07,-0.000158981,-1.10118e-08,-8.28396e-09,333.56,-17.3502,-999,-999,-9.0,-4.2357,250,0.0212447,8.024,0.6755,53298.4,0.1525,25,27.4178,0.33534
SNLS,04D4ju,4,0.47039,0.001,0.472,0.001,0.15107,0.034134,0.43812,0.22493,23.5027,0.0291455,7.12701e-06,1.91317e-07,-6.31295e-05,-1.16163e-08,-3.49331e-09,334.261,-17.3328,-999,-999,-9.0,-4.362,250,0.0234722,9.239,0.177,53293.1,0.2868,25,23.6475,0.53981
SNLS,05D3mx,4,0.47057,0.01,0.47,0.01,-0.086917,0.031035,-1.38814,0.10565,22.7669,0.0272552,1.40364e-05,3.52355e-07,0.000176151,-8.25133e-09,-6.10449e-09,215.538,52.2192,-999,-999,-9.0,-16.2357,250,0.0102401,10.788,0.066,53570.0,0.1454,20,25.6495,0.1777
PS1MD,370367,15,0.4717,0.001,0.47,0.001,-0.023633,0.038492,2.78838,0.61279,22.4973,0.0442517,1.79926e-05,7.3333e-07,0.000204089,-2.38186e-07,-1.51541e-08,149.222,1.9779,-999,-999,22.4289,12.879,250,0.0182689,9.631,0.1,56011.1,0.7951,33,44.0307,0.0949912
SNLS,05D2bv,4,0.47572,0.001,0.474,0.001,-0.114695,0.024568,-0.010367,0.12199,22.4458,0.0256358,1.88656e-05,4.45445e-07,0.000119763,-1.69907e-08,-7.76808e-09,150.571,2.2406,-999,-999,-9.0,12.9185,250,0.0143279,8.838,0.111,53404.2,0.1382,34,41.0268,0.18963
PS1MD,370329,15,0.47793,0.001,0.4762,0.001,-0.191584,0.04257,0.29534,0.61425,22.5341,0.0556774,1.73922e-05,8.91883e-07,0.00118566,-3.19312e-07,-1.34667e-08,151.309,1.7007,-999,-999,21.5323,13.352,250,0.0301405,9.642,0.091,56006.2,0.8134,35,18.195,0.99145
PS1MD,310146,15,0.47943,0.01,0.48,0.01,-0.120877,0.040185,0.73728,0.45091,22.2535,0.048772,2.25212e-05,1.01167e-06,0.0023152,-3.08921e-07,-1.43722e-08,52.4866,-28.7419,-999,-999,23.0882,3.8301,250,0.0115051,9.3245,0.1,55837.3,0.4806,40,16.739,0.99956
PS1MD,560054,15,0.4798,0.001,0.4816,0.001,-0.013152,0.060467,1.67949,0.78549,22.4554,0.0806139,1.86995e-05,1.38841e-06,0.00946702,-7.06545e-07,-5.95277e-08,353.296,-0.3364,-999,-999,20.7457,-17.5064,250,0.0288737,10.84,0.03,56574.8,0.8488,28,39.8913,0.0676151
SNLS,05D3dd,4,0.48056,0.01,0.48,0.01,-0.043171,0.024022,-0.215323,0.12525,22.6755,0.025565,1.5268e-05,3.59504e-07,0.000104265,-1.65979e-08,-6.4343e-09,215.627,52.6068,-999,-999,-9.0,-16.1868,250,0.00802875,11.222,0.097,53455.3,0.1092,43,42.9779,0.47226
SNLS,05D2ac,4,0.48071,0.001,0.479,0.001,-0.064525,0.024467,1.12022,0.11153,22.4005,0.0250143,1.96703e-05,4.53185e-07,-6.13267e-05,-1.02728e-08,-8.40189e-09,149.747,2.4895,-999,-999,-9.0,12.4914,250,0.016497,11.153,0.0585,53374.7,0.1529,34,74.1085,8.32521e-05
PS1MD,120044,15,0.48171,0.001,0.48,0.001,-0.146093,0.043707,0.78104,0.6378,22.6398,0.054358,1.57795e-05,7.90009e-07,0.00719179,-3.62308e-07,-1.43925e-08,148.792,1.7302,-999,-999,24.3183,12.7201,250,0.0196832,8.7828,0.1,55570.4,0.7263,39,39.0327,0.46841
SNLS,05D1ix,4,0.48881,0.01,0.49,0.01,-0.076919,0.026207,0.54116,0.13867,22.6058,0.0276089,1.62812e-05,4.1401e-07,0.000345177,-2.12507e-08,-7.6053e-09,36.0832,-4.67,-999,-999,-9.0,-13.8353,250,0.0229093,7.466,0.7095,53719.4,0.1349,30,55.3595,0.00323165
SNLS,03D1ax,4,0.49572,0.00015,0.49692,0.00015,-0.105749,0.029756,-0.734029,0.10212,22.6967,0.026141,1.49738e-05,3.60521e-07,1.32497e-05,-8.03288e-09,-6.33565e-09,36.0972,-4.7207,-999,-999,-9.0,-13.6507,250,0.0230514,11.5,0.1125,52915.9,0.1081,29,47.1204,0.0180996
SNLS,05D4af,4,0.49737,0.001,0.499,0.001,-0.029528,0.030683,0.11363,0.23312,22.8409,0.0284347,1.31109e-05,3.43366e-07,-0.000522266,-1.59326e-08,-6.16125e-09,334.138,-18.0049,-999,-999,-9.0,-3.7348,250,0.0248857,8.986,0.0885,53536.8,0.0249,39,61.552,0.0121238
SNLS,06D2bk,4,0.50073,0.001,0.499,0.001,-0.001945,0.031814,0.48238,0.28201,23.0085,0.0286714,1.12356e-05,2.96701e-07,0.00118686,-3.93661e-08,-5.37601e-09,149.679,2.172,-999,-999,-9.0,12.2608,250,0.0165577,8.617,0.0855,53773.8,0.323,16,20.5909,0.19478
PS1MD,350374,15,0.5009,0.001,0.5,0.001,-0.053186,0.063483,-0.789588,0.78327,22.7461,0.0597226,1.4308e-05,7.87034e-07,0.00441242,-3.56381e-07,-8.89713e-09,131.336,44.239,-999,-999,20.7219,-15.9374,250,0.0251691,10.9632,0.1,55955.2,0.9005,28,23.5801,0.70349
PS1MD,030006,15,0.50276,0.001,0.502,0.001,-0.090771,0.070956,0.47249,0.9973,22.5287,0.12211,1.74788e-05,1.96577e-06,0.0243336,-1.56097e-06,-6.12224e-08,162.525,58.7774,-999,-999,22.1739,-19.2695,250,0.00740839,9.524,1.084,55288.5,0.8565,33,26.6002,0.77691
PS1MD,510457,15,0.503,0.001,0.502,0.001,0.087471,0.074546,0.78419,0.90771,22.9243,0.0841208,1.2142e-05,9.40743e-07,9.91543e-05,-5.91444e-07,-2.60467e-08,186.389,48.1369,-999,-999,20.859,-11.9863,250,0.0113618,8.9025,0.1,56431.6,0.9063,39,35.3517,0.63703
SNLS,03D1au,4,0.50309,0.0005,0.5043,0.0005,-0.017318,0.029586,1.26007,0.15011,22.7383,0.0259461,1.44107e-05,3.44377e-07,6.96809e-06,-1.11156e-08,-6.32694e-09,36.0432,-4.0375,-999,-999,-9.0,-13.8917,250,0.0255951,9.517,0.1105,52909.7,0.2145,39,28.4205,0.89435
PS1MD,310091,15,0.50716,0.001,0.509,0.001,-0.099527,0.043708,-0.257752,0.46641,22.7285,0.0524183,1.45415e-05,7.02049e-07,0.00327045,-2.17005e-07,-1.25401e-08,353.126,-0.1047,-999,-999,23.1545,-16.844,250,0.030309,9.066,1.297,55821.0,0.5114,61,55.9563,0.65874
SNLS,05D4av,4,0.50737,0.001,0.509,0.001,0.16478,0.029697,0.87099,0.1779,23.3015,0.0290916,8.57843e-06,2.29853e-07,0.000212627,-1.07486e-08,-4.68809e-09,333.544,-17.9119,-999,-999,-9.0,-3.6266,250,0.0247294,10.285,0.1175,53553.5,0.2644,48,56.139,0.19625
PS1MD,090201,15,0.50817,0.001,0.51,0.001,-0.090519,0.042428,0.031072,0.50307,22.5059,0.0483735,1.78494e-05,7.95258e-07,0.00157766,-2.4773e-07,-1.38631e-08,353.328,-0.9507,-999,-999,22.9671,-16.3584,250,0.0327741,8.684,7.083,55483.5,0.5805,33,43.8485,0.0981628
PS1MD,180313,15,0.51006,0.001,0.51,0.001,-0.05022,0.03604,0.41004,0.41031,22.6209,0.036252,1.60566e-05,5.36118e-07,0.00198683,-1.20004e-07,-1.01832e-08,244.319,55.3794,-999,-999,24.2008,-20.0876,250,0.00648191,8.8262,0.1,55773.8,0.4419,51,50.1356,0.50794
PS1MD,110484,15,0.51087,0.001,0.51,0.001,0.061935,0.063361,-0.357928,0.56594,22.8038,0.0656248,1.35666e-05,8.19999e-07,-0.00122253,-2.14807e-07,-1.93567e-08,129.186,44.5547,-999,-999,23.7964,-16.2585,250,0.0247529,8.86,1.13,55544.5,0.9918,40,35.7778,0.66073
SNLS,05D2dy,4,0.51175,0.01,0.51,0.01,-0.132852,0.028757,1.58953,0.28578,22.6287,0.0262443,1.59419e-05,3.85347e-07,-3.37444e-05,-5.10313e-10,-7.08728e-09,150.242,2.1831,-999,-999,-9.0,12.1525,250,0.0137669,7.738,0.8285,53440.7,0.6846,22,50.0276,0.000581446
SNLS,04D1pg,4,0.5138,0.001,0.515,0.001,0.10301,0.034911,0.98811,0.1972,23.3138,0.0319164,8.4817e-06,2.49329e-07,0.00126171,-2.14731e-08,-5.41656e-09,36.7673,-4.1753,-999,-999,-9.0,-13.4748,250,0.0236785,9.808,0.161,53326.9,0.2456,38,32.5311,0.71995
SNLS,04D4in,4,0.51435,0.0005,0.516,0.0005,-0.076453,0.028275,1.52402,0.14696,22.616,0.0274454,1.61285e-05,4.077e-07,0.00046789,-2.3538e-08,-7.48239e-09,333.786,-17.261,-999,-999,-9.0,-4.0197,250,0.0214466,9.101,0.1015,53278.5,0.1454,37,28.8947,0.82699
SNLS,04D2mj,4,0.51475,0.001,0.513,0.001,0.14883,0.034204,1.50549,0.2247,23.5089,0.0317268,7.08633e-06,2.07073e-07,0.000353901,-1.95698e-08,-4.48692e-09,150.152,2.5771,-999,-999,-9.0,11.8555,250,0.0146974,9.548,0.123,53374.4,0.2717,34,27.9037,0.76007
PS1MD,310260,15,0.51879,0.01,0.52,0.01,-0.060652,0.050889,-0.019798,0.54321,22.7142,0.0453579,1.47333e-05,6.155e-07,0.00565312,-1.80268e-07,-9.7423e-09,36.1689,-5.1043,-999,-999,23.1388,-12.9231,250,0.0231623,8.7967,0.1,55828.6,0.756,61,69.7368,0.2073
PS1MD,450175,15,0.51943,0.001,0.52,0.001,-0.155318,0.087469,-0.84248,0.76764,22.6893,0.0610859,1.50755e-05,8.4818e-07,0.0124602,-2.19067e-07,-2.75579e-08,53.2864,-28.0844,-999,-999,-9.0,3.3468,250,0.00628562,7.0,-9.0,56237.5,1.287,36,28.7346,0.80001
SNLS,06D3el,4,0.5196,0.001,0.519,0.001,-0.149118,0.02657,0.82228,0.11466,22.6078,0.0247768,1.6251e-05,3.70853e-07,0.000171211,-1.25659e-08,-6.16056e-09,214.255,52.2324,-999,-999,-9.0,-14.8923,250,0.0106053,9.554,0.0975,53894.5,0.1273,37,65.6142,0.00257822
SNLS,04D2gc,4,0.52277,0.001,0.521,0.001,0.009597,0.035118,1.1143,0.20565,23.0586,0.0273755,1.07292e-05,2.70523e-07,-0.00015857,-1.90234e-08,-4.10552e-09,150.414,1.8831,-999,-999,-9.0,12.1413,250,0.0159326,9.326,0.2025,53118.1,0.2548,14,15.5766,0.33991
PS1MD,050005,15,0.52851,0.001,0.5279,0.001,-0.007128,0.043597,1.39309,0.707,22.6439,0.0523555,1.57197e-05,7.58023e-07,0.00523907,-3.40954e-07,-1.32062e-08,211.812,53.9976,-999,-999,22.0552,-15.4905,250,0.0110182,9.633,0.557,55353.2,0.8269,35,32.9217,0.5688
PS1MD,330106,15,0.53091,0.001,0.53,0.001,-0.01457,0.073107,-0.051584,1.07473,22.4854,0.0572546,1.819e-05,9.59222e-07,0.0314006,-6.31075e-07,-5.10734e-08,130.009,43.7419,-999,-999,22.2075,-15.2167,250,0.0209628,7.0,1.0,55886.3,1.2759,22,24.8115,0.30617
PS1MD,160066,15,0.53105,0.001,0.53,0.001,-0.056896,0.056637,2.34125,1.41714,22.9837,0.0674021,1.14951e-05,7.13611e-07,0.026309,-7.77969e-07,-1.91363e-08,186.588,46.5959,-999,-999,23.7549,-10.5749,250,0.0103267,8.864,7.167,55716.2,1.655,21,12.7608,0.93962
SNLS,06D2ca,4,0.53277,0.001,0.531,0.001,0.039001,0.031381,1.32981,0.34964,23.0438,0.0292068,1.08765e-05,2.92583e-07,0.00151526,-5.00424e-08,-6.02771e-09,149.79,2.3025,-999,-999,-9.0,11.6088,250,0.0172374,9.808,0.2895,53795.8,0.4564,24,42.3078,0.0119175
SNLS,06D2cc,4,0.53377,0.001,0.532,0.001,0.072469,0.049189,-0.578375,0.32797,23.1846,0.0423276,9.55341e-06,3.72441e-07,0.00474583,-7.2057e-08,-1.08955e-08,149.862,2.4514,-999,-999,-9.0,11.5203,250,0.0164601,10.87,0.1085,53788.6,0.4468,22,31.583,0.0847892
SNLS,05D4ek,4,0.53433,0.001,0.536,0.001,0.066832,0.030573,0.26236,0.17641,23.0343,0.0307607,1.09719e-05,3.10853e-07,0.000793091,-2.64609e-08,-6.11237e-09,334.115,-17.7363,-999,-999,-9.0,-3.6787,250,0.0235832,10.855,0.1075,53635.6,0.1806,53,58.637,0.27643
SNLS,05D4be,4,0.53532,0.001,0.537,0.001,-0.158608,0.027592,0.90843,0.12929,22.6065,0.0257978,1.62702e-05,3.86591e-07,3.42474e-05,-8.86609e-09,-6.2424e-09,334.222,-17.2361,-999,-999,-9.0,-3.9797,250,0.024599,9.44,0.1355,53551.5,0.1858,51,117.352,3.81584e-07
SNLS,05D2eb,4,0.53578,0.001,0.534,0.001,-0.061048,0.031151,0.93473,0.28868,22.7238,0.0335204,1.46035e-05,4.50861e-07,0.0019762,-8.23223e-08,-8.19925e-09,150.061,2.4074,-999,-999,-9.0,11.5501,250,0.0150211,8.676,0.3275,53452.0,0.2349,22,27.7737,0.1833
PS1MD,110426,15,0.54089,0.001,0.54,0.001,0.093641,0.066063,0.55454,0.72701,22.9901,0.0710859,1.14279e-05,7.48216e-07,0.00230935,-3.25456e-07,-1.78198e-08,130.013,44.8943,-999,-999,22.2138,-15.5387,250,0.0214234,11.017,0.313,55548.0,1.0457,41,51.6173,0.12374
PS1MD,520041,15,0.5454,0.001,0.5443,0.001,-0.17768,0.05698,-0.068756,0.83983,22.9256,0.0628205,1.21269e-05,7.01659e-07,0.0247051,-3.70577e-07,-2.11756e-08,184.138,45.962,-999,-999,21.47,-10.0344,250,0.00903642,10.672,0.272,56456.6,0.8931,19,14.1483,0.77498
SNLS,04D4bq,4,0.54832,0.01,0.55,0.01,0.094616,0.037898,0.65889,0.25839,23.0747,0.0333988,1.05711e-05,3.25184e-07,0.00169356,-4.46228e-08,-6.4527e-09,333.706,-17.8276,-999,-999,-9.0,-3.4805,250,0.0223529,8.706,0.7525,53193.7,0.291,36,46.4743,0.11341
PS1MD,050201,15,0.55011,0.001,0.55,0.001,-0.072334,0.046375,0.30618,0.65545,22.7988,0.0546527,1.36292e-05,6.86055e-07,0.00693186,-2.83005e-07,-9.45315e-09,241.703,54.9809,-999,-999,21.5673,-18.4016,250,0.00596474,10.3896,0.1,55354.5,0.7956,44,48.749,0.28787
SNLS,06D4bo,4,0.55031,0.001,0.552,0.001,-0.046447,0.029541,0.76066,0.17904,22.9526,0.0266586,1.18295e-05,2.90456e-07,-4.23559e-05,-1.74337e-08,-4.77588e-09,333.867,-17.4092,-999,-999,-9.0,-3.7347,250,0.0210891,9.96,0.2225,53918.7,0.2757,45,46.4272,0.41331
