ritz_wavenumber_cm_inv,ritz_unc_cm_inv,measured_wavenumber_cm_inv,measured_unc_cm_inv,relative_intensity,species,lower_level_energy,lower_J,upper_level_energy,upper_J,reference
-,-,8633.8784,0.0011,21,Ar I,113020,3_odd,121654,3,95WHA
8634.51614,0.00017,8634.5138,0.0004,110,Th I,19713,3,28347,2_odd,EHW03
8634.71661,0.00015,8634.7156,0.0005,59,Th I,23916,4_odd,32551,3,EHW03
8636.56030,0.00008,8636.56030,0.00020,370,Th I,18930,3_odd,27566,2,KNS08
8637.95404,0.00012,8637.9550,0.0005,71,Th I,17398,3,26036,3_odd,EHW03
8639.57280,0.00007,8639.57289,0.00011,1300,Th I,19588,5_odd,28227,4,PE83
8643.72940,0.00023,8643.730,0.003,0,Th I,23752,2_odd,32396,2,GBCZ74
8645.3488,0.0003,8645.349,0.003,0,Th I,25442,3_odd,34088,2,GBCZ74
8649.1883,0.0005,8649.1874,0.0011,23,Ar II,200624,1/2,191975,3/2_odd,95WHA
8649.48898,0.00008,8649.4890,0.0003,240,Th I,13088,3,21738,2_odd,KNS08
8650.14685,0.00008,8650.1463,0.0003,230,Th I,17398,3,26048,4_odd,KNS08
8650.23482,0.00012,8650.2354,0.0006,33,Th I,21902,4_odd,30552,4,EHW03
8652.07356,0.00014,8652.0745,0.0005,45,Th I,24084,6_odd,32737,5,EHW03
8652.2905,0.0022,8652.291,0.004,16,Ne II,283894,1/2,292546,1/2_odd,Q94
8654.43205,0.00015,8654.4330,0.0005,51,Th I,21890,3_odd,30544,2,EHW03
8659.74968,0.00023,8659.7485,0.0006,29,Th II,20686,5/2_odd,29345,5/2,EHW03
8660.2079,0.0010,8660.211,0.003,100,Th I,34430,3_odd,43090,4,GBCZ74
8660.27621,0.00007,8660.2754,0.0004,110,Th I,13847,2,22508,2_odd,EHW03
8660.77777,0.00020,8660.772,0.003,0,Th I,21594,3,30255,3_odd,GBCZ74
8661.26730,0.00023,8661.2674,0.0004,240,Th II,8460,3/2,17121,3/2_odd,EHW03
8662.37209,0.00011,8662.3714,0.0006,37,Th I,21890,3_odd,30552,4,EHW03
8665.8847,0.0014,8665.8846,0.0011,9100,Ne I,152971,0,161637,1_odd,SBS
8666.09295,0.00006,8666.0930,0.0004,140,Th I,17224,2_odd,25890,2,KNS08
8667.52745,0.00011,8667.5300,0.0006,23,Th I,20214,3_odd,28882,2,EHW03
8669.95109,0.00009,8669.9507,0.0003,180,Th I,21165,3_odd,29835,3,KNS08
8672.98719,0.00009,8672.98720,0.00010,1700,Th I,23621,8_odd,32294,7,PE83
8673.31846,0.00006,8673.31840,0.00018,570,Th I,14204,5,22877,5_odd,PE83
8674.09840,0.00014,8674.0983,0.0005,51,Th I,20423,1_odd,29097,1,EHW03
8674.4002,0.0014,8674.3995,0.0011,17000,Ne I,150122,1,158796,1_odd,SBS
8676.1117,0.0014,8676.1124,0.0011,33000,Ne I,150859,2,159535,1_odd,SBS
8676.5614,0.0011,8676.5617,0.0011,35,Th II,48006,9/2,56683,7/2_odd,PE83
8676.80455,0.00023,8676.8046,0.0004,130,Th II,15786,5/2,24463,5/2_odd,EHW03
8680.15090,0.00014,8680.1514,0.0005,83,Th I,23113,4_odd,31793,4,EHW03
8680.5936,0.0003,8680.5946,0.0007,15,Th I,26953,5_odd,35633,4,EHW03
8680.85223,0.00003,8680.85221,0.00017,610,Th I,5563,1,14243,1_odd,PE83
8680.97303,0.00018,8680.9723,0.0005,67,Th I,23481,1_odd,32162,2,EHW03
8681.6684,0.0003,8681.6691,0.0007,15,Th II,16564,11/2_odd,25246,9/2,EHW03
8681.97796,0.00009,8681.97791,0.00020,490,Th I,18930,3_odd,27612,3,PE83
8683.1032,0.0003,8683.1033,0.0006,35,Th III,10180,2_odd,18863,2,EHW03
8683.60609,0.00018,8683.6066,0.0005,49,Th I,23032,4,31716,5_odd,EHW03
8684.16590,0.00005,8684.1659,0.0003,220,Th I,5563,1,14247,0_odd,KNS08
8684.54379,0.00005,8684.54380,0.00005,5800,Th I,20867,7_odd,29552,6,PE83
8684.75647,0.00015,8684.7572,0.0005,65,Th I,23609,5_odd,32293,5,EHW03
8685.51111,0.00016,8685.5094,0.0006,33,Th I,17959,4,26645,5_odd,EHW03
8685.70280,0.00006,8685.70280,0.00020,350,Th I,18809,4_odd,27495,4,KNS08
8688.68513,0.00015,8688.6851,0.0005,91,Th I,24274,5_odd,32963,5,EHW03
8690.6426,0.0003,8690.6426,0.0012,19,Ar II,195031,5/2_odd,186341,3/2,95WHA
8691.62345,0.00005,8691.62340,0.00020,300,Th I,12847,3,21539,4_odd,KNS08
8692.15622,0.00004,8692.15618,0.00020,580,Th I,13945,3_odd,22637,3,KNS08
8697.76349,0.00008,8697.7631,0.0004,130,Th I,15863,2,24561,3_odd,EHW03
8700.92620,0.00004,8700.92600,0.00018,580,Th I,8800,4,17501,5_odd,PE83
-,-,8702.2708,0.0003,13490,Ar I,95400,1_odd,104102,1,95WHA
8705.9728,0.0003,8705.972,0.003,0,Th I,21575,2,30281,1_odd,GBCZ74
8706.93902,0.00017,8706.9398,0.0006,21,Th I,25753,5_odd,34460,5,EHW03
8709.34519,0.00006,8709.3454,0.0005,93,Th I,15493,4,24202,4_odd,EHW03
8709.42087,0.00020,8709.4213,0.0004,110,Th II,7001,3/2,15710,3/2_odd,EHW03
8710.76273,0.00013,8710.7624,0.0006,33,Th I,18549,2,27260,3_odd,EHW03
8710.7944,0.0006,8710.7943,0.0006,190,Ne II,283322,3/2,292033,5/2_odd,Q94
8711.39656,0.00012,8711.3974,0.0005,99,Th I,17166,5,25877,4_odd,EHW03
8711.64122,0.00005,8711.6411,0.0003,240,Th I,18809,4_odd,27521,4,KNS08
8713.86930,0.00010,8713.8687,0.0004,140,Th I,19817,1_odd,28531,2,EHW03
8715.19440,0.00003,8715.197,0.003,290,Th I,7502,3,16217,2_odd,Z76
8715.79150,0.00020,8715.7915,0.0003,69,Ar II,196305,7/2_odd,187589,5/2,95WHA
8717.0769,0.0003,8717.0787,0.0003,240,Th I,24701,5_odd,33418,4,PE83
-,-,8717.8756,0.0003,2188,Ar I,106087,1,114805,2_odd,95WHA
8719.78211,0.00006,8719.78212,0.00014,920,Th I,11802,2,20522,2_odd,PE83
8719.97822,0.00007,8719.9783,0.0004,180,Th I,20214,3_odd,28934,3,EHW03
8720.6008,0.0003,8720.6010,0.0016,13,Ar II,190943,1/2_odd,182222,3/2,95WHA
8724.79155,0.00007,8724.7915,0.0009,55,Th I,19503,3_odd,28227,4,KNS08
8726.07954,0.00021,8726.0788,0.0006,37,Th I,24880,1_odd,33606,2,EHW03
8726.92305,0.00017,8726.9225,0.0005,45,Th II,12570,7/2,21297,5/2_odd,EHW03
8727.00954,0.00005,8727.0093,0.0005,63,Th I,18069,3_odd,26796,3,EHW03
8727.9380,0.0003,8727.9398,0.0006,23,Th I,25703,2_odd,34431,3,EHW03
8732.7277,0.0003,8732.7286,0.0006,19,Th I,17073,1,25806,1_odd,EHW03
8735.49421,0.00015,8735.4930,0.0005,89,Th I,17073,1,25809,1_odd,EHW03
8736.76810,0.00004,8736.7682,0.0005,71,Th I,14465,2_odd,23201,3,EHW03
-,-,8737.4662,0.0003,5012,Ar I,106238,2,114975,1_odd,95WHA
8738.03457,0.00011,8738.0335,0.0006,27,Th I,21143,5,29881,4_odd,EHW03
8741.1975,0.0003,8741.1966,0.0006,41,Th I,25703,2_odd,34444,2,EHW03
8744.33210,0.00013,8744.3321,0.0004,250,Th I,19227,6_odd,27971,5,EHW03
8744.52916,0.00006,8744.52910,0.00020,530,Th I,14243,1_odd,22988,2,KNS08
8746.73619,0.00005,8746.73601,0.00009,1900,Th I,10526,3_odd,19273,2,PE83
8748.12005,0.00020,8748.1207,0.0005,53,Th I,18699,2,27447,2_odd,EHW03
8749.24300,0.00013,8749.2405,0.0006,43,Th I,22877,5_odd,31626,5,EHW03
8749.8171,0.0005,8749.8169,0.0006,43,Th III,11961,0,20710,1_odd,EHW03
8751.40696,0.00022,8751.4051,0.0006,41,Th I,19273,2,28024,1_odd,EHW03
8754.14106,0.00006,8754.1409,0.0005,63,Th I,19588,5_odd,28342,5,EHW03
8754.40617,0.00007,8754.4063,0.0005,93,Th I,17501,5_odd,26255,4,EHW03
8756.23799,0.00009,8756.2376,0.0003,240,Th I,19516,2_odd,28273,2,KNS08
8756.70078,0.00024,8756.6978,0.0006,41,Th I,25690,5_odd,34447,4,EHW03
8757.58946,0.00012,8757.5904,0.0006,25,Th I,22508,2_odd,31265,3,EHW03
8760.24745,0.00016,8760.2474,0.0004,120,Th II,4490,5/2_odd,13250,5/2,EHW03
8760.83190,0.00013,8760.8316,0.0005,71,Th I,24202,4_odd,32963,5,EHW03
8762.5078,0.0014,8762.5082,0.0004,8800,Ne I,150772,1,159535,1_odd,HPA
8763.2471,0.0003,8763.2476,0.0006,25,Th II,24873,5/2_odd,33637,7/2,EHW03
8764.8465,0.0005,8764.840,0.003,0,Th I,28321,5_odd,37085,4,GBCZ74
8767.13004,0.00018,8767.1298,0.0006,41,Th I,19713,3,28480,4_odd,EHW03
8767.37845,0.00019,8767.3774,0.0006,19,Th I,24838,1_odd,33606,2,EHW03
8767.98528,0.00016,8767.987,0.003,300,Th I,18549,2,27317,3_odd,Z76
8770.40362,0.00017,8770.400,0.003,0,Th I,25690,5_odd,34460,5,GBCZ74
-,-,8770.567,0.009,6,Ar I,115367,1_odd,124137,2,95WHA
8771.7667,0.0005,8771.762,0.003,0,Th I,25526,1_odd,34298,1,GBCZ74
-,-,8774.3762,0.0004,2042,Ar I,106087,1,114862,0_odd,95WHA
8776.8937,0.0014,8776.8942,0.0004,15000,Ne I,149824,2,158601,2_odd,HPA
8778.88928,0.00023,8778.8900,0.0005,49,Th II,17983,5/2_odd,26762,3/2,EHW03
8780.13103,0.00005,8780.13100,0.00013,1000,Th I,15618,3_odd,24399,3,PE83
8780.5704,0.0008,8780.5705,0.0008,126,Ne II,308101,3/2,316882,5/2_odd,Q94
8780.9316,0.0023,8780.929,0.006,10,Ne II,308101,5/2,316882,5/2_odd,Q94
8781.49196,0.00009,8781.4920,0.0003,250,Th I,15493,4,24274,5_odd,PE83
8781.91581,0.00009,8781.91580,0.00020,330,Th I,18809,4_odd,27591,5,KNS08
8782.25514,0.00016,8782.250,0.003,0,Th I,16554,6,25336,6_odd,GBCZ74
8789.01825,0.00015,8789.01820,0.00020,470,Th II,4113,5/2,12902,3/2_odd,PE83
8791.66618,0.00017,8791.6682,0.0005,97,Th I,24307,2_odd,33099,3,EHW03
8793.37434,0.00012,8793.3740,0.0004,180,Th I,24274,5_odd,33068,6,EHW03
8795.2411,0.0014,8795.2420,0.0011,110,Ne I,158796,1_odd,167591,2,SBS
8795.51809,0.00006,8795.5188,0.0004,110,Th I,14481,6_odd,23277,5,EHW03
8795.9178,0.0006,8795.9178,0.0006,170,Ne II,308101,5/2,316897,7/2_odd,Q94
8799.5780,0.0007,8799.5780,0.0005,41,Ar II,212934,5/2,204134,3/2_odd,95WHA
8800.26678,0.00020,8800.2697,0.0011,33,Th I,19713,3,28513,2_odd,PE83
8801.52035,0.00013,8801.5202,0.0004,150,Th I,22163,4_odd,30964,3,EHW03
8801.57139,0.00008,8801.57160,0.00020,320,Th I,13088,3,21890,3_odd,KNS08
8802.38498,0.00009,8802.3858,0.0006,35,Th I,18809,4_odd,27612,3,EHW03
8802.79954,0.00014,8802.7997,0.0006,23,Th I,22338,3_odd,31141,3,EHW03
8803.04076,0.00013,8803.0405,0.0005,65,Th I,23655,4_odd,32458,4,EHW03
8804.50461,0.00003,8804.50450,0.00004,10000,Th I,6362,2,15166,3_odd,PE83
8806.51446,0.00015,8806.5147,0.0004,140,Th I,21738,2_odd,30544,2,EHW03
8806.67148,0.00005,8806.67150,0.00007,2900,Th I,19227,6_odd,28034,5,PE83
8808.10290,0.00010,8808.1029,0.0004,150,Th I,22163,4_odd,30971,4,EHW03
8808.6545,0.0003,8808.6545,0.0008,28,Ar II,194883,7/2_odd,186074,5/2,95WHA
8810.88665,0.00007,8810.8850,0.0005,83,Th I,14204,5,23015,5_odd,EHW03
8813.04076,0.00006,8813.04075,0.00018,1200,Th I,11241,3_odd,20054,2,KNS08
8813.46141,0.00016,8813.4627,0.0005,67,Th II,9400,5/2,18214,3/2_odd,EHW03
8813.70866,0.00008,8813.7086,0.0003,260,Th I,13088,3,21902,4_odd,KNS08
8817.0272,0.0004,8817.028,0.003,0,Th I,19832,1,28649,1_odd,GBCZ74
8818.5999,0.0005,8818.6000,0.0005,33,Ar II,212932,3/2,204114,3/2_odd,95WHA
8819.26448,0.00006,8819.2634,0.0011,35,Th I,20322,5_odd,29141,5,PE83
8820.8387,0.0014,8820.8386,0.0014,37,Ne I,159535,1_odd,168355,1,SBS
8822.11881,0.00007,8822.11870,0.00020,530,Th I,13847,2,22669,3_odd,KNS08
8822.63825,0.00012,8822.6379,0.0005,63,Th I,14226,0,23049,1_odd,EHW03
8823.37921,0.00008,8823.37922,0.00010,1600,Th I,21903,7_odd,30726,7,PE83
8824.0006,0.0014,8824.0007,0.0015,41,Ne I,159535,1_odd,168359,1,SBS
8825.5272,0.0003,8825.518,0.003,0,Th I,26048,4_odd,34874,3,GBCZ74
8826.06924,0.00006,8826.0694,0.0003,210,Th I,14206,4_odd,23032,4,KNS08
8826.51584,0.00019,8826.5156,0.0005,73,Th I,24701,5_odd,33527,4,EHW03
8827.3130,0.0019,8827.3137,0.0010,23,Ar II,195298,3/2_odd,186470,3/2,95WHA
8828.48140,0.00010,8828.484,0.003,300,Th I,18431,3,27260,3_odd,Z76
8829.63196,0.00009,8829.6317,0.0004,150,Th I,22141,3_odd,30971,4,EHW03
8830.20707,0.00011,8830.2058,0.0004,180,Th I,8243,2_odd,17073,1,EHW03
8830.53217,0.00009,8830.5321,0.0004,120,Th I,17959,4,26790,4_odd,KNS08
8838.20489,0.00010,8838.2051,0.0005,71,Th I,22877,5_odd,31715,6,EHW03
8841.41512,0.00009,8841.4150,0.0003,250,Th I,19516,2_odd,28358,3,KNS08
8841.7415,0.0004,8841.737,0.003,0,Th I,23355,3,32197,3_odd,GBCZ74
8843.5773,0.0014,8843.5775,0.0011,100,Ne I,158796,1_odd,167640,1,SBS
8844.0917,0.0014,8844.0922,0.0011,140,Ne I,159535,1_odd,168379,2,SBS
8844.17138,0.00005,8844.17131,0.00012,1100,Th I,13297,4,22141,3_odd,PE83
8844.36198,0.00004,8844.36190,0.00020,330,Th I,7502,3,16346,4_odd,KNS08
8846.25023,0.00009,8846.2504,0.0005,97,Th I,21165,3_odd,30011,3,EHW03
8847.01375,0.00023,8847.012,0.003,0,Th I,24561,3_odd,33408,3,GBCZ74
8848.3546,0.0014,8848.3553,0.0013,46,Ne I,158601,2_odd,167449,1,SBS
8849.01182,0.00015,8849.0119,0.0004,170,Th I,23609,5_odd,32458,4,EHW03
8849.06278,0.00017,8849.0628,0.0005,63,Th I,22396,1_odd,31245,2,EHW03
8850.19226,0.00025,8850.189,0.003,0,Th I,26232,6_odd,35082,6,GBCZ74
8852.6458,0.0014,8852.6466,0.0012,65,Ne I,158796,1_odd,167649,2,SBS
8852.8237,0.0003,8852.822,0.003,0,Th I,23752,2_odd,32605,1,GBCZ74
8854.7849,0.0003,8854.787,0.003,0,Th II,8605,5/2,17460,5/2_odd,GBCZ74
8855.25206,0.00008,8855.2517,0.0003,180,Th I,19503,3_odd,28358,3,KNS08
8856.2937,0.0003,8856.290,0.003,0,Th I,25575,4_odd,34431,3,GBCZ74
8858.6197,0.0003,8858.6198,0.0004,110,Th I,26723,6_odd,35582,5,EHW03
8864.70321,0.00017,8864.701,0.003,300,Th I,23916,4_odd,32781,4,Z76
8865.32592,0.00004,8865.32591,0.00018,580,Th I,15166,3_odd,24032,4,PE83
8865.70044,0.00007,8865.7004,0.0004,190,Th I,13297,4,22163,4_odd,EHW03
8867.87929,0.00012,8867.87900,0.00020,440,Th I,21890,3_odd,30758,2,KNS08
8875.36610,0.00022,8875.363,0.003,0,Th I,23521,3_odd,32396,2,GBCZ74
8876.25141,0.00021,8876.2518,0.0004,190,Th I,20423,1_odd,29299,0,EHW03
8878.45381,0.00013,8878.4535,0.0005,87,Th I,24084,6_odd,32963,5,EHW03
8879.36602,0.00006,8879.36590,0.00020,490,Th I,17501,5_odd,26380,5,PE83
8880.04339,0.00012,8880.04330,0.00020,420,Th I,21252,2_odd,30132,2,KNS08
8882.43739,0.00008,8882.4378,0.0004,250,Th I,17166,5,26048,4_odd,EHW03
8883.68660,0.00020,8883.6866,0.0003,234,Ar II,191975,3/2_odd,183091,3/2,95WHA
8884.14625,0.00025,8884.1462,0.0004,110,Th II,20989,9/2_odd,29873,7/2,EHW03
8887.23652,0.00007,8887.234,0.003,300,Th I,17224,2_odd,26111,1,Z76
-,-,8887.7593,0.0004,107,Ar I,106087,1,114975,1_odd,95WHA
8889.07391,0.00013,8889.0732,0.0004,100,Th I,20214,3_odd,29104,4,EHW03
8890.08101,0.00008,8890.0800,0.0004,180,Th I,12847,3,21738,2_odd,EHW03
8890.90669,0.00012,8890.9079,0.0005,51,Th I,15736,1_odd,24627,1,EHW03
8890.94808,0.00020,8890.9478,0.0004,230,Th II,13248,9/2,22139,9/2_odd,EHW03
8895.16954,0.00013,8895.1705,0.0004,190,Th I,23306,6_odd,32201,5,EHW03
8896.84867,0.00016,8896.8467,0.0005,67,Th I,24202,4_odd,33099,3,EHW03
8899.37030,0.00020,8899.3703,0.0004,200,Th I,20522,2_odd,29422,1,EHW03
8900.44278,0.00024,8900.4427,0.0005,93,Th II,6244,1/2,15144,3/2_odd,EHW03
8902.08035,0.00003,8902.08030,0.00004,17000,Th I,5563,1,14465,2_odd,PE83
8902.45439,0.00017,8902.4487,0.0008,55,Th I,24701,5_odd,33603,6,PE83
8904.7026,0.0024,8904.702,0.006,8,Ne II,294333,1/2_odd,303237,3/2,P83
8905.82744,0.00008,8905.8275,0.0003,260,Th I,15863,2,24769,3_odd,PE83
8906.85176,0.00013,8906.85170,0.00013,1000,Th III,8980,4_odd,17887,5,PE83
8909.28285,0.00010,8909.2827,0.0004,140,Th I,14204,5,23113,4_odd,EHW03
8912.3580,0.0006,8912.3584,0.0020,10,Ar II,208592,3/2_odd,199680,5/2,95WHA
8913.67118,0.00011,8913.6710,0.0004,130,Th I,20737,1_odd,29650,2,EHW03
8914.31880,0.00020,8914.3188,0.0017,10,Ar II,172214,3/2_odd,163300,5/2,95WHA
8915.59426,0.00025,8915.5941,0.0005,99,Th III,6537,4,15453,3_odd,EHW03
8916.11529,0.00011,8916.113,0.003,320,Th I,22877,5_odd,31793,4,Z76
8916.98442,0.00018,8916.987,0.003,300,Th I,24182,2_odd,33099,3,Z76
8917.12670,0.00020,8917.1267,0.0018,11,Ar II,190511,5/2_odd,181594,5/2,95WHA
8918.26681,0.00011,8918.2648,0.0003,340,Th I,17959,4,26878,3_odd,EHW03
8918.39500,0.00020,8918.3950,0.0011,23,Ar II,159393,3/2_odd,150475,3/2,95WHA
8919.2764,0.0004,8919.279,0.003,0,Th I,24671,2,33591,3_odd,GBCZ74
8921.68414,0.00006,8921.68410,0.00017,650,Th I,11601,1,20522,2_odd,PE83
8922.28062,0.00020,8922.2806,0.0004,170,Th II,9061,5/2,17983,5/2_odd,EHW03
8923.07459,0.00004,8923.0772,0.0005,55,Th I,13175,4_odd,22098,4,EHW03
8924.4708,0.0003,8924.4709,0.0005,87,Th II,17837,1/2_odd,26762,3/2,EHW03
-,-,8929.8063,0.0025,8,Ar I,112139,2_odd,121069,1,95WHA
8929.87574,0.00010,8929.8754,0.0011,33,Th I,10783,2_odd,19713,3,PE83
8933.53592,0.00011,8933.53570,0.00020,480,Th I,19516,2_odd,28450,1,KNS08
8934.35448,0.00005,8934.3548,0.0004,150,Th I,11802,2,20737,1_odd,EHW03
8936.7251,0.0003,8936.729,0.003,0,Th II,20158,5/2,29095,5/2_odd,GBCZ74
8937.35882,0.00004,8937.35872,0.00012,1100,Th I,7280,2,16217,2_odd,PE83
8938.39923,0.00011,8938.398,0.003,300,Th I,22855,3_odd,31793,4,Z76
8939.82609,0.00015,8939.8257,0.0004,230,Th I,24274,5_odd,33214,5,EHW03
8940.82880,0.00020,8940.8288,0.0008,28,Ar II,200110,1/2,191170,3/2_odd,95WHA
8941.53249,0.00008,8941.5313,0.0010,61,Th I,19039,2_odd,27980,3,KNS08
8942.81589,0.00006,8942.8158,0.0003,260,Th I,11601,1,20543,0_odd,KNS08
8944.0760,0.0014,8944.0755,0.0004,49000,Ne I,149657,3,158601,2_odd,HPA
8947.47380,0.00020,8947.4738,0.0003,66,Ar II,191170,3/2_odd,182222,3/2,95WHA
8948.99760,0.00006,8948.9990,0.0005,77,Th I,17847,2_odd,26796,3,EHW03
8956.43757,0.00006,8956.4373,0.0003,310,Th I,14032,2_odd,22988,2,KNS08
8957.9481,0.0014,8957.9491,0.0011,270,Ne I,158601,2_odd,167559,3,SBS
8958.61940,0.00022,8958.614,0.003,0,Th I,21594,3,30553,2_odd,GBCZ74
8960.08282,0.00006,8960.0829,0.0004,120,Th I,18011,5_odd,26971,4,EHW03
8961.8090,0.0004,8961.812,0.003,0,Th I,22637,3,31599,2_odd,GBCZ74
8964.70652,0.00009,8964.7067,0.0011,35,Th I,17398,3,26363,2_odd,PE83
8967.54821,0.00012,8967.5476,0.0012,30,Th I,21165,3_odd,30132,2,PE83
8967.70518,0.00011,8967.702,0.003,0,Th I,19713,3,28680,4_odd,GBCZ74
8968.41167,0.00008,8968.412,0.003,300,Th I,21539,4_odd,30508,5,Z76
8969.6004,0.0003,8969.6004,0.0012,18,Ar II,199982,3/2,191012,3/2_odd,95WHA
8971.55714,0.00022,8971.5497,0.0008,55,Th I,25877,4_odd,34849,5,PE83
8971.7709,0.0014,8971.7709,0.0004,26000,Ne I,149824,2,158796,1_odd,HPA
8974.30261,0.00007,8974.3026,0.0003,230,Th I,19588,5_odd,28562,4,KNS08
8974.6782,0.0003,8974.676,0.003,0,Th I,21578,1,30553,2_odd,GBCZ74
8975.03338,0.00010,8975.0337,0.0010,42,Th I,15863,2,24838,1_odd,KNS08
8975.15606,0.00006,8975.15615,0.00020,470,Th I,18069,3_odd,27044,3,PE83
8975.4648,0.0014,8975.4657,0.0012,55,Ne I,159380,0_odd,168355,1,SBS
8978.6267,0.0014,8978.6283,0.0015,49,Ne I,159380,0_odd,168359,1,SBS
8978.66078,0.00014,8978.6611,0.0005,67,Th I,22163,4_odd,31141,3,EHW03
-,-,8979.1210,0.0014,41,Ar I,113717,3_odd,122696,4,95WHA
8983.64856,0.00003,8983.64854,0.00014,880,Th I,4961,4,13945,3_odd,PE83
8985.86737,0.00005,8985.86734,0.00019,510,Th I,18011,5_odd,26997,6,PE83
8986.51301,0.00007,8986.5135,0.0004,210,Th I,19948,4_odd,28934,3,EHW03
8987.09640,0.00014,8987.0966,0.0003,300,Th I,23306,6_odd,32293,5,PE83
8990.1183,0.0014,8990.1190,0.0013,73,Ne I,158601,2_odd,167591,2,SBS
-,-,8991.326,0.023,3,Ar I,113717,3_odd,122708,3,95WHA
8994.89622,0.00011,8994.899,0.003,290,Th I,20423,1_odd,29418,2,Z76
8995.07303,0.00006,8995.0726,0.0003,310,Th I,14206,4_odd,23201,3,KNS08
9000.2739,0.0003,9000.273,0.003,0,Th II,8460,3/2,17460,5/2_odd,GBCZ74
-,-,9001.2757,0.0008,126,Ar I,113717,3_odd,122718,3,95WHA
9001.29574,0.00023,9001.293,0.003,0,Th I,24307,2_odd,33309,2,GBCZ74
9005.07976,0.00004,9005.07975,0.00013,1000,Th I,9804,5,18809,4_odd,PE83
9007.52891,0.00007,9007.5265,0.0004,200,Th I,13847,2,22855,3_odd,EHW03
9011.01438,0.00008,9011.0145,0.0006,85,Th I,15970,3,24981,3_odd,PE83
9012.91206,0.00010,9012.9115,0.0006,120,Th I,21539,4_odd,30552,4,KNS08
9014.07078,0.00010,9014.0708,0.0003,270,Th I,19516,2_odd,28531,2,PE83
9016.5446,0.0009,9016.5446,0.0010,21,Ar II,209251,5/2_odd,200235,5/2,95WHA
9016.58227,0.00018,9016.5822,0.0011,35,Th I,21143,5,30160,4_odd,PE83
9019.8626,0.0005,9019.8619,0.0022,10,Ar II,200032,3/2,191012,3/2_odd,95WHA
-,-,9023.7212,0.0004,4266,Ar I,105617,2,114641,2_odd,95WHA
-,-,9026.435,0.003,8,Ar I,112139,2_odd,121165,3,95WHA
9027.03237,0.00008,9027.03236,0.00011,1300,Th I,21903,7_odd,30930,6,PE83
9027.90772,0.00009,9027.9081,0.0003,230,Th I,19503,3_odd,28531,2,KNS08
9029.40852,0.00021,9029.419,0.004,49,Th II,6213,9/2,15242,9/2_odd,ZC74
9029.74711,0.00008,9029.7467,0.0008,74,Th I,13847,2,22877,1_odd,KNS08
9031.72728,0.00020,9031.7269,0.0004,200,Th II,7001,3/2,16033,5/2_odd,EHW03
9032.21070,0.00020,9032.2107,0.0008,33,Ar II,199139,3/2,190106,3/2_odd,95WHA
9032.6276,0.0003,9032.6276,0.0003,74,Ar II,196622,7/2_odd,187589,5/2,95WHA
9035.0192,0.0007,9035.013,0.003,0,Th I,21578,1,30613,0_odd,GBCZ74
9036.7974,0.0003,9036.7971,0.0010,42,Th I,22877,1_odd,31914,1,PE83
9038.4545,0.0014,9038.4556,0.0016,29,Ne I,158601,2_odd,167640,1,SBS
9038.5318,0.0004,9038.529,0.003,0,Th II,23697,7/2_odd,32736,7/2,GBCZ74
9041.56168,0.00006,9041.56160,0.00020,480,Th I,13297,4,22338,3_odd,KNS08
9043.21552,0.00006,9043.21540,0.00020,570,Th I,13945,3_odd,22988,2,KNS08
9043.90920,0.00015,9043.9094,0.0009,47,Th I,15166,3_odd,24210,4,PE83
9045.74509,0.00005,9045.74516,0.00006,4700,Th I,15618,3_odd,24664,3,PE83
9046.49905,0.00013,9046.4992,0.0008,42,Th I,23916,4_odd,32963,5,KNS08
9047.5230,0.0014,9047.5235,0.0011,200,Ne I,158601,2_odd,167649,2,SBS
9050.39253,0.00008,9050.39246,0.00017,660,Th I,18930,3_odd,27980,3,PE83
9052.2108,0.0014,9052.2110,0.0012,64,Ne I,159535,1_odd,168587,0,SBS
9052.91121,0.00011,9052.9098,0.0004,310,Th I,15618,3_odd,24671,2,EHW03
9053.04339,0.00005,9053.0442,0.0004,180,Th I,13088,3,22141,3_odd,EHW03
9056.89296,0.00017,9056.8925,0.0004,110,Th I,19532,4,28589,3_odd,EHW03
9058.51275,0.00006,9058.51296,0.00018,610,Th I,16346,4_odd,25405,4,PE83
9059.52136,0.00007,9059.522,0.003,280,Th I,19503,3_odd,28562,4,Z76
9062.38414,0.00014,9062.3858,0.0004,120,Th I,21902,4_odd,30964,3,EHW03
9062.5979,0.0004,9062.5978,0.0011,24,Ar II,204929,1/2_odd,195867,3/2,95WHA
9062.8113,0.0005,9062.806,0.003,0,Th I,24671,2,33734,2_odd,GBCZ74
9065.27551,0.00011,9065.2763,0.0006,82,Th I,19817,1_odd,28882,2,PE83
9066.18702,0.00018,9066.1885,0.0005,89,Th I,17166,5,26232,6_odd,EHW03
9066.5583,0.0009,9066.5583,0.0016,15,Ar II,208592,1/2_odd,199525,3/2,95WHA
9066.9552,0.0006,9066.9552,0.0008,31,Ar II,208592,3/2_odd,199525,3/2,95WHA
9068.96669,0.00011,9068.9658,0.0005,93,Th I,21902,4_odd,30971,4,EHW03
9070.47080,0.00006,9070.47050,0.00020,410,Th I,14206,4_odd,23277,5,KNS08
9071.07284,0.00020,9071.067,0.003,0,Th I,25336,6_odd,34407,6,GBCZ74
9071.2017,0.0014,9071.2017,0.0012,78,Ne I,158796,1_odd,167867,0,SBS
